id,question,cot,answer,unit,prefix
LD309,"Three identical charges, q = 2.6 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs of 10.3 cm. Calculate the net electric field at the right-angle vertex. Give your answer rounded two decimal places.","Step 1: Identify the given information. Three identical positive charges (q = 2.6 × 10⁻⁶ C) are at the vertices of an isosceles right triangle with legs of 10.3 cm. We need to find the net electric field at the right-angle vertex.
Step 2: Recognize which charges contribute to the electric field at the right-angle vertex. The charge located at the right-angle vertex does not produce an electric field at its own location. Thus, only the two charges at the ends of the legs contribute to the net electric field at the right-angle vertex.
Step 3: Convert the leg length from centimeters to meters. The distance from each contributing charge to the right-angle vertex is r = 10.3 cm = 0.103 m.
Step 4: Calculate the magnitude of the electric field (E) produced by one of these charges using Coulomb's law: E = k × |q| / r², where k = 8.99 × 10⁹ N×m²/C² is Coulomb's constant.
E1 = E2 = (8.99 × 10⁹) × (2.6 × 10⁻⁶) / (0.103)² = 2.2033 × 10⁶ V/m.
Step 5: Determine the resultant field strength at the right-angle vertex. Since the triangle is an isosceles right triangle, the two electric field vectors are perpendicular (90° to each other). The magnitude of the net electric field is found using the Pythagorean theorem:
E_net = √(E1² + E2²) = E1 × √2 = (2.2033 × 10⁶ V/m) × 1.4142 = 3.1159 × 10⁶ V/m ≈ 3.12 × 10⁶ V/m.",3.12 × 10^6,V/m,LD
LD325,"Two charges, q1 = +2.6 × 10^-6 C and q2 = -2.6 × 10^-6 C, are placed at points A and B, separated by 8.1 cm. Point M lies on the perpendicular bisector of AB and is 4.9 cm from the line segment AB. Calculate the resultant electric field strength at M. Give your answer rounded three decimal places.","Step 1: Identify the given values and convert them to SI units. The charges are q1 = +2.6 x 10^-6 C and q2 = -2.6 x 10^-6 C. The separation distance AB = 8.1 cm (0.081 m), and the perpendicular distance to point M from the line segment AB is y = 4.9 cm (0.049 m). We will use the Coulomb constant k = 9.0 x 10^9 N m^2/C^2 as requested.
Step 2: Determine the distance from each charge to point M. The horizontal distance from the midpoint to either charge is x = 0.081 m / 2 = 0.0405 m. Using the Pythagorean theorem, the distance r from each charge to M is:
r = sqrt(x^2 + y^2) = sqrt((0.0405)^2 + (0.049)^2) = 0.0636 m.

Step 3: Calculate the magnitude of the electric field (E1) produced by charge q1 at point M using the formula E = k × |q| / r^2.
E1 = (9.0 x 10^9) × (2.6 x 10^-6) / (0.0636)^2 = 5.7903 x 10^6 V/m. (Rounding up the fourth digit after the decimal as per your preference).

Step 4: Determine the expression for the resultant electric field strength at M. The field from the positive charge points away from it, while the field from the negative charge points toward it. Because of the symmetry, the vertical components cancel out and the horizontal components add together:
E1 + E2 = 2 × E1 × cos(theta), where cos(theta) = x / r = 0.0405 / 0.0636 = 0.6368.
Step 5: Calculate the final resultant field strength at point M:
E_net = 2 × (5.7903 x 10^6 V/m) × 0.6368 ≈ 7.378 x 10^6 V/m.",7.378*10^6,V/m,LD
DDT364,"An oscillating circuit has a capacitance C = 2 µF, and the maximum voltage across the capacitor is 100 V. Calculate the maximum electric field energy (or maximum energy stored in the capacitor).","Step 1: Identify the given values from the question: capacitance C = 2 µF and maximum voltage V_max = 100 V, and the objective is to calculate the maximum electric field energy stored in the capacitor.
Step 2: Convert the capacitance to SI units: C = 2 µF = 2 × 10⁻⁶ F.
Step 3: Recall the formula for the maximum energy stored in a capacitor: E_max = (1/2)×C*V_max².
Step 4: Substitute the given values into the formula: E_max = (1/2)×(2 × 10⁻⁶ F)×(100 V)².
Step 5: Calculate the square of the voltage: (100 V)² = 10000 V².
Step 6: Substitute this value into the expression: E_max = (1/2)×(2 × 10⁻⁶ F)×(10000 V²).
Step 7: Simplify the expression step by step: (1/2)×(2 × 10⁻⁶) = 1 × 10⁻⁶, therefore E_max = (1 × 10⁻⁶)×(10000).
Step 8: Perform the final calculation: (1 × 10⁻⁶)×(10000) = 1 × 10⁻² J = 0.01 J.
Step 9: State the final conclusion: the maximum electric field energy stored in the capacitor is E_max = 0.01 J.",0.01,J,DDT
LD059,"Four charges of the same magnitude q are placed at the four vertices of a square ABCD with side length a. Positive charges are located at A and C, while negative charges are located at B and D. Determine the resultant electric field strength at the intersection point of the square's diagonals.","Step 1: Identify the point of interest (P) as the center of the square, where the diagonals intersect.
Step 2: Calculate the distance from each vertex to the center. For a square with side length 'a', the diagonal length is a√2, so the distance from a vertex to the center is r = (a√2)/2 = a/√2.
Step 3: Determine the magnitude of the electric field produced by each charge at point P. Since all charges have the same magnitude q and are at the same distance r from P, the magnitude of the electric field due to each charge is E = kq/r² = kq/(a/√2)² = 2kq/a².
Step 4: Determine the direction of the electric field from each charge at point P:",0,V/m,LD
NL398,A capacitor has a capacitance of 12 µF and a charge of 1800 µC. Calculate the electric field energy stored in the capacitor.,"CoT:
Step 1: Identify the given values: Capacitance (C) = 12 µF = 12 × 10⁻⁶ F and Charge (Q) = 1800 µC = 1800 × 10⁻⁶ C.
Step 2: State the formula for the electric field energy (U_E) based on charge and capacitance: U_E = (1/2) × (Q² / C)
Step 3: Substitute the values into the formula: U_E = 0.5 × (1800 × 10⁻⁶)² / (12 × 10⁻⁶)
Step 4: Simplify the powers of ten: (10⁻⁶)² / 10⁻⁶ = 10⁻⁶.
Step 5: Calculate the numerical part: U_E = 0.5 × (1800² × 10⁻⁶) / 12
Step 6: Calculate 1800². 10⁻⁶ = 3,24
Step 7: Perform the final calculation: U_E = 0.5 × 3.24 / 12 = 0.135 J.",0.135,J,NL
THCB088,"An object was measured three times, yielding the results: 10.1 cm, 10.3 cm, and 10.2 cm. Calculate the mean value and the mean absolute error.","Step 1: Identify measurements: 10.1, 10.3, 10.2 cm.
Step 2: Calculate mean (average): (10.1 + 10.3 + 10.2) / 3 = 10.2 cm.
Step 3: Calculate individual deviations from the mean: |10.1 - 10.2| = 0.1; |10.3 - 10.2| = 0.1; |10.2 - 10.2| = 0.
Step 4: Calculate mean absolute error: (0.1 + 0.1 + 0) / 3 = 0.2 / 3 ≈ 0.067 cm.",10.2; 0.067,cm; cm,THCB
TD401,Calculate the energy stored in capacitor C when C = 100 μF and U = 30 V.,"Step 1: Identify the given values for capacitance (C) and voltage (U).
Step 2: Recall the formula for the energy (E) stored in a capacitor, which is E = 0.5 × C × U^2.
Step 3: Convert the capacitance to Farads: C = 100 μF = 100 × 10^-6 F = 1 × 10^-4 F.
Step 4: Substitute the values into the formula: E = 0.5 × (1 × 10^-4 F) × (30 V)^2.",0.045,J,TD
DDT362,Calculate the natural period of oscillation for a circuit with L = 0.1 H and C = 10⁻⁶ F.,"Step 1: Identify the given values from the question. The inductance of the inductor is L = 0.1 H and the capacitance of the capacitor is C = 10⁻⁶ F. The objective is to determine the natural period of oscillation of the LC circuit.
Step 2: Recall the formula used to calculate the natural oscillation period of an LC circuit. The oscillation period depends on the inductance and the capacitance and is given by Thomson’s formula: T = 2×pi*sqrt(LC).
Step 3: Substitute the given values of L and C into the formula for the oscillation period. The expression becomes T = 2×pi*sqrt((0.1 H)×(10⁻⁶ F)).
Step 4: Calculate the product of L and C. (0.1 H)×(10⁻⁶ F) = 1.0 × 10⁻⁷.
Step 5: Calculate the square root of the result. sqrt(1.0 × 10⁻⁷) = 3.162 × 10⁻⁴.
Step 6: Multiply the result by 2×pi.
2×pi ≈ 6.2832.
6.2832 × 3.162 × 10⁻⁴ = 1.986 × 10⁻³ s.
Step 7: Interpret the result. This value represents the time required for one complete cycle of energy transfer between the capacitor and the inductor.
Step 8: State the final conclusion. The natural period of oscillation of the LC circuit is T ≈ 1.99 × 10⁻³ s.",1.99 × 10⁻³,s,DDT
TD372,A capacitor has an energy of 200 μJ and a capacitance of 2 μF. Calculate the voltage across the capacitor.,"Step 1: Identify energy W = 200 μJ and capacitance C = 2 μF.
Step 2: Rearrange the energy formula to solve for voltage: V = √(2W / C).
Step 3: Substitute the values: V = √(2 × 200 × 10⁻⁶ / 2 × 10⁻⁶).
Step 4: Calculate: V = √200 ≈ 14.14 V.",14.14,V,TD
LD217,Three identical charges q = -8 × 10^-7 C are placed at the three vertices of an isosceles right triangle with legs of 10 cm. Calculate the net force acting on the charge at the right angle vertex.,"Step 1: Identify the given values for the charges and distances. Each charge is q = -8 × 10^-7 C. The legs of the isosceles right triangle are 10 cm, which is 0.1 m.
Step 2: State Coulomb's Law and Coulomb's constant. The magnitude of the force between two point charges is F = k|q1q2|/r^2, where k = 9 × 10^9 N m^2/C^2.
Step 3: Calculate the magnitude of the force (F_leg) exerted by each of the two charges at the ends of the legs on the charge at the right angle vertex.
Step 4: Determine the directions of these two forces. Since all charges are negative, they repel. The force from each charge on a leg acts along that leg, away from the repelling charge. As the legs of a right triangle are perpendicular, these two forces are perpendicular to each other.
Step 5: The magnitude of the net electric force acting on the charge at the right-angle vertex is approximately 0.815 N.",0.815,N,LD
LD033,"Three charges are placed at the three vertices of an equilateral triangle with side length a = 6 cm, in air: q1 = 6×10^-9 C, q2 = q3 = -8×10^-9 C. Determine the net force acting on a charge q0 = 8×10^-9 C placed at the center of the triangle.","Step 1: Identify the given values and constants: side length a = 0.06 m, charges q1 = 6×10^-9 C, q2 = -8×10^-9 C, q3 = -8×10^-9 C, q0 = 8×10^-9 C, and Coulomb's constant for air k = 9×10^9 N m^2/C^2.
Step 2: Calculate the distance 'r' from each vertex to the center of the equilateral triangle: r = a / √3 = 0.06 m / √3 ≈ 0.03464 m.
Step 3: Calculate the magnitude of the force F10 exerted by q1 on q0 using Coulomb's Law (F = k × |q1 × q0| / r^2): F10 = (9×10^9 N m^2/C^2) × (6×10^-9 C) × (8×10^-9 C) / (0.06/√3 m)^2 = 3.6 × 10^-4 N.
Step 4: Calculate the magnitude of the force F20 exerted by q2 on q0: F20 = (9×10^9 N m^2/C^2) × |-8×10^-9 C| × (8×10^-9 C) / (0.06/√3 m)^2 = 4.8 × 10^-4 N.",8.4 × 10^-4,N,LD
DDT368,What is the oscillation frequency in an LC circuit if its period is 0.01 s?,"Step 1: Identify the given value from the question: the oscillation period of the LC circuit is T = 0.01 s, and the objective is to calculate the oscillation frequency f.
Step 2: Recall the relationship between oscillation frequency and period. The frequency of oscillation is the reciprocal of the period, meaning the number of oscillations occurring in one second.
Step 3: Use the formula relating frequency and period: f = 1 / T.
Step 4: Substitute the given value of the period into the formula: f = 1 / 0.01 s.
Step 5: Perform the calculation with units: 1 / 0.01 = 100.
Step 6: Interpret the result. This means the circuit completes 100 oscillations every second.
Step 7: State the final conclusion: the oscillation frequency of the LC circuit is f = 100 Hz.",100,Hz,DDT
NL332,"A coil has an inductance L = 0.4 H, and a current I = 5 A flows through it. What is the magnetic field energy?","Step 1: Identify the given values for inductance (L) and current (I).
Step 2: Recall the formula for the magnetic energy (W_L) stored in an inductor, which is W_L = (1/2) × L × I^2.
Step 3: Substitute L = 0.4 H and I = 5 A into the formula: W_L = (1/2) × (0.4 H) × (5 A)^2 = (1/2) × 0.4 × 25 = 0.2 × 25 = 5 J.
Step 4: The magnetic field energy is 5 J.",5,J,NL
NL127,"A capacitor has a capacitance of 10 μF. When the voltage (or potential difference) doubles, how many times does the energy increase?","Step 1: The energy stored in a capacitor is given by the formula E = (1/2) × C × U^2, where C is capacitance and U is voltage.
Step 2: Let the initial voltage be U1. The initial energy E1 is (1/2) × C × U1^2.
Step 3: The question states the voltage doubles, so the new voltage U2 = 2 × U1.
Step 4: The new energy E2 is (1/2) × C × (U2)^2 = (1/2) × C × (2 × U1)^2 = (1/2) × C × (4 × U1^2) = 4 × (1/2) × C × U1^2 = 4 × E1. Therefore, the energy increases 4 times.",4,lần,NL
TD397,"A parallel plate capacitor has an area S = 400 cm², a plate separation d = 2 mm, and a dielectric constant ε = 1.5. If a voltage U = 100 V is applied, calculate the charge on each plate.","Step 1: List values: S = 0.04 m², d = 0.002 m, εr = 1.5, U = 100 V.
Step 2: Calculate capacitance: C = εr × ε₀ × S / d.
Step 3: C = (1.5 × 8.854 × 10⁻¹² × 0.04) / 0.002 = 2.6562 × 10⁻¹⁰ F.
Step 4: Calculate charge: Q = C × U = 2.6562 × 10⁻¹⁰ × 100 ≈ 26.55 × nC.",26.55,nC,TD
LD072,"Two point charges, q1 = 0.5 nC and q2 = −0.5 nC, are placed at points A and B respectively. The points are separated by a distance a = 6 cm in the air. Determine the electric field strength E at point M, where M is the midpoint of AB.","Step 1: Identify the electrostatic constant for air, k = 8.99 × 10^9 N×m²/C².
Step 2: Determine the distance from each charge to point M. The total distance a = 6 cm = 0.06 m. Since M is the midpoint, r1 (from q1 to M) = r2 (from q2 to M) = a/2 = 0.06 m / 2 = 0.03 m.
Step 3: Calculate the magnitude of the electric field E1 due to q1 at M using E = k × |q| / r². E1 = (8.99 × 10^9 N×m²/C²) × (0.5 × 10^-9 C) / (0.03 m)^2 = 4994.44 N/C.
Step 4: Determine the direction of E1. Since q1 is positive, E1 points away from q1, i.e., from A towards M (and B).
Step 5: Calculate the magnitude of the electric field E2 due to q2 at M. Since |q1| = |q2| and r1 = r2, then E2 = E1 = 4994.44 N/C.
Step 6: Determine the direction of E2. Since q2 is negative, E2 points towards q2, i.e., from M towards B.
Step 7: Apply the principle of superposition. Since both E1 and E2 point in the same direction (from A to B), the resultant electric field E is the sum of their magnitudes: E = E1 + E2.
Step 8: The magnitude of the electric field strength at point M is 10000 V/m.",10000,V/m,LD
THCB066,"A voltage source of U = 9V. Two lamps are connected in parallel, and each lamp has a resistance R = 9Ω. Calculate the current through each lamp and the total current.","Step 1: Identify that lamps are in parallel. If the series variable resistor is set to 0 Ohms, each lamp receives the full 9V.
Step 2: Calculate the current through lamp 1: I1 = V / R = 9V / 9Ω = 1.0 A.
Step 3: Calculate the current through lamp 2: I2 = V / R = 9V / 9Ω = 1.0 A.
Step 4: Calculate total current (reading on A1): I_total = I1 + I2 = 1.0 A + 1.0 A = 2.0 A.",I_D₁ = 1.0; I_D₂ = 1.0; I_total = 2.0,A; A; A,THCB
NL025,"In a harmonically oscillating LC circuit, when the current is maximum, where is the energy stored?","Step 1: The total electromagnetic energy in an ideal LC oscillating circuit is conserved and continuously transitions between the capacitor and the inductor, mathematically defined by the equation E = E_C + E_L.
Step 2: The instantaneous energy stored within the inductor is governed by the relationship E_L = 0.5 × L × I^2, where L represents the inductance and I represents the instantaneous current.
Step 3: When the instantaneous current reaches its maximum amplitude I = I_0, the magnetic field energy maximizes at E_L = 0.5 × L × I_0^2, which mathematically equates to the total available electromagnetic energy E.
Step 4: Because the total energy is completely conserved and E_L = E at this instant, the remaining electric field energy E_C must mathematically evaluate to zero. The final calculated result establishes that all energy is entirely stored in the magnetic field of the inductor.",all energy is entirely stored in the magnetic field of the inductor,—,NL
NL306,What is the shape of the graph of magnetic field energy versus current I?,"Step 1: The question asks for the shape of the graph of magnetic field energy versus current I.
Step 2: The magnetic field energy (W_L) stored in an inductor is given by the formula W_L = (1/2) × L × I^2, where L is the inductance (a positive constant for a given inductor) and I is the current.
Step 3: In this formula, W_L is proportional to the square of the current (W_L ∝ I^2).
Step 4: This functional relationship (y = a × x^2, where y=W_L, x=I, and a=(1/2)L > 0) describes an upward parabola.",upward parabola,-,NL
DT084,"At the three vertices of a right triangle (right-angled at A), with side lengths a = 50 cm, b = 40 cm, c = 30 cm, charges q1 = q2 = q3 = 10^–9 C are placed. Determine the electric field vector at point H, where H is the foot of the altitude dropped from vertex A.","Step 1: Identify the given values: charges q1 = q2 = q3 = q = 10⁻⁹ C, side lengths a = 50 cm, b = 40 cm, c = 30 cm. The triangle is right-angled at A. Point H is the foot of the altitude from A to the hypotenuse BC.
Step 2: Calculate the length of the altitude AH (let's call it h) using the area of the right triangle. The area of triangle ABC can be (1/2) × base × height = (1/2) × AB × AC = (1/2) × c × b = (1/2) × 30 cm × 40 cm = 600 cm². Alternatively, Area = (1/2) × hypotenuse × altitude = (1/2) × BC × AH = (1/2) × a × h. Thus, (1/2) × 50 cm × h = 600 cm², which gives h = 1200 / 50 = 24 cm. So, the distance from charge q1 (at A) to H is r_AH = 24 cm.
Step 3: Calculate the lengths of the segments BH and CH on the hypotenuse. In the right triangle ABH, BH² = AB² - AH² = 30² - 24² = 900 - 576 = 324, so BH = 18 cm. In the right triangle ACH, CH² = AC² - AH² = 40² - 24² = 1600 - 576 = 1024, so CH = 32 cm. (Check: BH + CH = 18 + 32 = 50 cm = a, which is correct).
Step 4: Convert all relevant distances to meters: r_AH = 0.24 m, r_BH = 0.18 m, r_CH = 0.32 m. Use Coulomb's constant k = 8.9875 × 10⁹ N×m²/C².
Step 5: The magnitude of the resultant electric field at point H is approximately 245.91 N / C.",245.91,N/C,DT
CH235,"A circuit AB consists of segment MB with R2 = 40 Ω in series with an inductor L. The condition LCω² = 1 holds, and uAM is 90 degrees out of phase with uMB. When a voltage U = 100 V is applied across AB, the power consumed is 76.92 W. Determine R1.","Step 1: Analyze resonance and phase conditions
From LCω² = 1 we obtain Z_L = Z_C. Since u_AM is perpendicular to u_MB (90° phase difference), we have the relationship linking resistance and reactance: Z_L × Z_C = R₁ × R₂ and therefore Z_L² = Z_C² = R₁ × R₂.
Step 2: Determine total circuit impedance
Because Z_L = Z_C the circuit experiences full electrical resonance. The reactive components completely cancel each other, so the total impedance of the entire AB circuit is purely resistive and equals Z_AB = R₁ + R₂.
Step 3: Set up the power equation
Using the formula for power consumption under resonance conditions P = U² / (R₁ + R₂) and substituting the given values P = 76.92 W, U = 100 V, and R₂ = 40 Ω we get 76.92 = 100² / (R₁ + 40).
Step 4: Calculate the final result
Solve the equation for R₁: R₁ + 40 = 10000 / 76.92 ≈ 130 and therefore R₁ = 130 − 40 = 90 Ω.",90.0,Ω,CH
NL343,A charged capacitor has a charge of 900 µC and a capacitance of 3 µF. What is the energy (J) stored in the capacitor?,"Step 1: Identify the given values from the question: Charge Q = 900 µC and Capacitance C = 3 µF.
Step 2: Convert the given values to SI units: Q = 900 × 10⁻⁶ C and C = 3 × 10⁻⁶ F.
Step 3: Recall the formula for the energy stored in a capacitor given charge and capacitance: W = (1/2) × Q² / C.
Step 4: Substitute the converted values into the formula: W = (1/2) × (900 × 10⁻⁶ C)² / (3 × 10⁻⁶ F) = 0.135 J.",0.135,J,NL
TD075,A parallel-plate capacitor has a capacitance of 81.22 pF and is charged to a voltage of 129.1 V. Calculate the charge stored by the capacitor.,"Step 1: Identify the given values: C = 81.22 pF, V = 129.1 V.
Step 2: Convert the capacitance to SI units: C = 81.22 × 10^-12 F.
Step 3: Recall the formula for the charge (Q) stored in a capacitor: Q = C × V.
Step 4: The charge stored by the capacitor is approximately 10.49 nC.",10.49,nC,TD
TD374,"A capacitor C = 3 μF, is charged at 12 V, then its two plates are short-circuited. Calculate the charge and energy after short-circuiting.","Step 1: Recognize that short-circuiting a capacitor provides a path for the plates to neutralize.
Step 2: The stored charge flows until the potential difference is zero.
Step 3: Determine the final charge: Q = 0 C.
Step 4: Determine the final energy: W = 0 J.",0; 0,μC; μJ,TD
DDT143,What happens in an ideal solenoid when the current is suddenly disconnected?,"Step 1: Initially, current flows through the ideal solenoid, creating a magnetic field and storing magnetic energy within it.
Step 2: When the current is suddenly disconnected, the electrical circuit path is abruptly broken.
Step 3: Due to its inductance, the solenoid opposes this rapid change in current.
Step 4: To oppose the sudden drop in current, the solenoid induces a very large electromotive force (EMF) across its terminals.
Step 5: According to the formula E = -L × (di/dt), as the time interval dt approaches zero during an abrupt disconnection, the induced EMF becomes extremely large (theoretically approaching infinity in a perfectly ideal case).
Step 6: This high voltage can lead to an electrical spark or arc across the switch or the point of disconnection as the stored magnetic energy seeks to dissipate.
Step 7: Conclude that a large self-induced electromotive force is generated, often resulting in a spark.",An induced electromotive force (EMF) in the opposite direction appears,—,DDT
DDT217,"In a solenoid, what factor does the magnetic field not depend on?","Step 1: The magnetic field (B) inside an ideal solenoid is given by the formula B = μ₀nI.
Step 2: In this formula, μ₀ is the permeability of free space (a constant).
Step 3: The variable 'n' represents the number of turns per unit length, and 'I' represents the current flowing through the solenoid.
Step 4: The formula shows that the magnetic field strength depends on the current and the number of turns per unit length.
Step 5: Therefore, the magnetic field in a solenoid does not depend on the cross-sectional area (S).",cross-sectional area (S),—,DDT
LD296,"Three electric charges, q1 = q2 = q3 = 4.8 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 10.3 cm. Calculate the resultant electric field strength at the position of q3. Give your answer rounded up two decimal places.","Step 1: Identify the given values for charges and distances. The charges are q1 = q2 = q3 = 4.8 × 10⁻⁶ C. The side length is r = 10.3 cm = 0.103 m. The Coulomb's constant is k = 9.0 × 10⁹ N×m²/C².
Step 2: Calculate the magnitude of the electric field at q3 due to q1 (E1) and q2 (E2) using the formula E = k × |q| / r², where E1 = E2 = (9.0 × 10⁹ N×m²/C²) × (4.8 × 10⁻⁶ C) / (0.103 m)² = 4.0720 × 10⁶ V/m.
Step 3: Determine the directions of the electric field vectors and the angle between them. Since both q1 and q2 are positive, the field vectors E1 and E2 at the position of q3 point outward along the sides of the triangle. In an equilateral triangle, the internal angle is 60°, so the angle θ between E1 and E2 is 60°.
Step 4: Calculate the resultant electric field strength (E_resultant) at q3 using vector addition for two vectors of equal magnitude at a 60° angle, where E_resultant = √(E1² + E2² + 2 × E1 × E2 × cos(60°)) = E1 × √3 = (4.0720 × 10⁶ V/m) × √3 = 7.05 × 10⁶ V/m.",7.05 × 10^6,V/m,LD
LD389,"Two charges, q1 = 3.29 × 10^-6 C and q2 = 3.13 × 10^-6 C, are placed at two points separated by 5.47 cm. Calculate the electric field strength at a point on the perpendicular bisector, which is 2.73 cm away from each of the two charges. Give your answer rounded to two decimal places.","Step 1: Identify the given charges q1 = 3.29 × 10⁻⁶ C and q2 = 3.13 × 10⁻⁶ C.
Step 2: Identify the total separation distance: d = 5.47 cm.
Step 3: Convert distances from centimeters to meters: d = 0.0547 m and r = 0.02735 m (noting that 5.47 / 2 = 2.735 cm).
Step 4: Determine the location of the point. Since the point is on the perpendicular bisector and is 2.73 cm from each charge (approximately half of 5.47 cm), the point lies directly on the line segment at the midpoint.
Step 5: Use Coulomb's constant k = 9.0 × 10⁹ N×m²/C².
Step 6: Calculate the magnitude of the electric field E1 produced by charge q1 at the midpoint.
E1 = (9.0 × 10⁹ × 3.29 × 10⁻⁶) / 0.02735² ≈ 39.63 × 10⁶ V/m.
Step 7: Calculate the magnitude of the electric field E2 produced by charge q2 at the midpoint.
E2 = (9.0 × 10⁹ × 3.13 × 10⁻⁶) / 0.02735² ≈ 37.70 × 10⁶ V/m.
Step 8: Since both charges are positive and the point is located between them, the electric field vectors point in opposite directions. Calculate the magnitude of the net electric field by subtracting the magnitudes.
E1 - E2 = (39.63 × 10⁶) - (37.70 × 10⁶) ≈ 1.94 × 10⁶ V/m",1.94*10^6,V/m,LD
DDT205,What quantities does the self-inductance of a solenoid depend on?,"Step 1: The question asks about the factors affecting the self-inductance of a solenoid.
Step 2: The self-inductance of a solenoid is described by the formula L = μ × N² × A / l.
Step 3: From the formula, L depends on N, which is the number of turns in the solenoid.
Step 4: L depends on l, which is the length of the solenoid.
Step 5: L depends on A, which is the cross-sectional area of the solenoid.
Step 6: L also depends on μ, which is the permeability of the core material.","Number of turns, length, cross-sectional area",—,DDT
DDT381,A solenoid is 0.5 m long and has 1500 turns. Calculate the number of turns per unit length.,"Step 1: Identify the given values from the question: the total number of turns of the solenoid is N = 1500 turns and the length of the solenoid is L = 0.5 m. The objective is to calculate the number of turns per unit length of the solenoid.
Step 2: Recall the definition of turns per unit length. The number of turns per unit length represents how many coil turns are distributed along each meter of the solenoid and is commonly denoted by n.
Step 3: Recall the formula used to determine the number of turns per unit length: n = N / L.
Step 4: Substitute the given values into the formula: n = 1500 turns / 0.5 m.
Step 5: Perform the calculation step by step: dividing 1500 by 0.5 is equivalent to multiplying 1500 by 2.
Step 6: Calculate the result: 1500 × 2 = 3000.
Step 7: Attach the correct unit to the result. Since the quantity represents the number of turns per meter, the unit is turns/m.
Step 8: State the final conclusion: the number of turns per unit length of the solenoid is n = 3000 turns/m.",3000,turns/m,DDT
CH266,"A circuit has XL = 20 Ω, XC = 80 Ω, R = 30 Ω, U = 150 V. When the frequency is doubled, what is the RMS current?","Step 1: Recall how inductive reactance (XL) and capacitive reactance (XC) depend on frequency (f).
Step 2: Determine the new reactances when the frequency is doubled (f' = 2f). XL' = 2 × XL and XC' = XC / 2.
Step 3: Calculate the new values for XL' and XC'. XL' = 2 × 20 Ω = 40 Ω. XC' = 80 Ω / 2 = 40 Ω.
Step 4: Calculate the total impedance (Z) of the circuit. Assuming a series RLC circuit, Z = √(R² + (XL' - XC')²). Then, I = U / R = 5 A.",5,A,CH
DDT343,"Given a series RLC circuit has R = 16 Ω, Z = 40 Ω, calculate the power factor cosφ.","Step 1: Identify the given values from the question: resistance R = 16 Ω and total impedance Z = 40 Ω. The objective is to determine the power factor of the circuit, represented by cosφ.
Step 2: Recall the formula for the power factor in a series RLC circuit. The power factor represents the ratio between the resistive component of the circuit and the total impedance, and it is calculated using the relation cosφ = R / Z.
Step 3: Substitute the given numerical values into the formula for the power factor: cosφ = 16 Ω / 40 Ω.
Step 4: Perform the calculation with units: 16 Ω / 40 Ω = 0.40.
Step 5: Interpret the result. The power factor indicates the phase relationship between voltage and current in the circuit and shows the fraction of the apparent power that is actually converted into real power.
Step 6: State the final conclusion: the power factor of the circuit is cosφ = 0.40.",0.40,,DDT
LD264,"Two charges, q1 = +8 × 10^-6 C and q2 = -8 × 10^-6 C, are placed at points A and B, which are 6 cm apart. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB and is 5 cm away from AB. Calculate the net electric force acting on q.","Step 1: Identify given values and convert distances to meters.
Step 2: Calculate the distance from each charge (q1 at A, q2 at B) to the test charge (q at M).
Step 3: Calculate the magnitude of the electric force exerted by q1 on q (F1) and by q2 on q (F2) using Coulomb's Law (F = k × |Q1 × Q2| / r^2, where k = 8.99 × 10^9 N m^2 / C^2).
Step 4: Determine the direction of the forces.
Step 5: The magnitude of the net electric force acting on the test charge q is approximately 0.218 N.",0.218,N,LD
TD096,"Two capacitors with capacitances C1 = 3 μF and C2 = 5 μF, respectively, are charged to U1 = 100 V and U2 = 250 V. After connecting their like-signed terminals (e.g., positive to positive, negative to negative), calculate the voltage across the capacitor combination.","Step 1: Calculate the initial charge Q1 on capacitor C1 using Q = C × U.
Step 2: Calculate the initial charge Q2 on capacitor C2 using Q = C × U.
Step 3: When capacitors are connected with like-signed terminals, the total charge is the sum of individual charges.
Step 4: When connected in parallel, the equivalent capacitance is the sum of individual capacitances.
Step 5: Calculate the final voltage (V) across the combination using V = Q_total / C_eq.
Step 6: The final voltage across the combination is 193.75 V.",193.75,V,TD
NL323,"In a parallel-plate capacitor, if the distance between the two plates is doubled and the electric charge remains constant, how will the electric field energy change?","Step 1: The electric capacitance C of an ideal parallel-plate capacitor is mathematically defined by the algebraic equation C = (epsilon_0 × A) / d, where d represents the explicit separation distance between the conductive plates.
Step 2: The instantaneous electric field energy W_C localized within the capacitor is mathematically defined by the algebraic equation W_C = 1/2 × Q^2 / C, where the explicitly specified parameter Q representing the invariant electric charge remains strictly constant.
Step 3: Doubling the defined physical parameter d to the algebraic quantity 2 × d mathematically modifies the instantaneous capacitance strictly to the composite equation C' = (epsilon_0 × A) / (2 × d), which algebraically simplifies to C' = 0.5 × C.
Step 4: Substituting the modified capacitance parameter into the defined energy relationship yields the algebraic expression W_C' = 1/2 × Q^2 / (0.5 × C), which mathematically simplifies strictly to 2 × (1/2 × Q^2 / C) = 2 × W_C. The final calculated electric field energy exactly doubles its initial magnitude.",Doubled,-,NL
