id,prefix,question,golden_code,answer,unit
DT052,DT,"Two point charges, q1 = 0.5 nC and q2 = –0.5 nC, are placed at points A and B, separated by 6 cm in air. What is the magnitude of the electric field intensity at point M, which lies on the perpendicular bisector of AB, at a distance ℓ = 4 cm from the midpoint of AB?","# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 2160.0",2160,-
DT082,DT,"Two point charges, q1 = 8 x 10^-8 C and q2 = -8 x 10^-8 C, are placed at points A and B in air. The distance AB is 4 cm. Find the magnitude of the electric field vector at point C, which is on the perpendicular bisector of AB and is 2 cm away from AB.","# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 1272792.21",1272792.21,-
DT092,DT,"Given three point charges q1 = -2 μC, q2 = 3 μC, and q3 = -1 μC, placed at three collinear points A, B, and C. Point M is to the left of A and point N is to the right of C, such that MA = AB = BC = CN = 10 cm. Calculate the magnitude of the electric field strength at point M.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""1.23 . 10^6""",1.23 . 10^6,-
DT098,DT,"Two charges q₁ = +4 × 10^-9 C and q₂ = –4 × 10^-9 C are placed at points A and B, separated by 2 cm. Calculate the magnitude of the electric field strength at point M such that MA = 1 cm and MB = 3 cm.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""4.0 × 10⁴""",4.0 × 10⁴,-
LD001,LD,"Two charges, q1 = 6 × 10^-8 C and q2 = -6 × 10^-8 C, are placed at points A and B in air, 8 cm apart. A third charge, q3 = 6 × 10^-8 C, is placed at point C, with CA = 5 cm and CB = 3 cm. Determine the force acting on q3.","# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 0.05",0.05,-
LD021,LD,"A charge q = -1 μC is attracted by two +1 μC charges. These two positive charges are located on opposite sides of q, along the same straight line passing through q, at distances of 5 cm and 12 cm respectively from q. Calculate the magnitude of the net electric force acting on q.","# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 2.98",2.98,-
LD041,LD,"Two charges of the same magnitude q are placed at two adjacent vertices of an isosceles right triangle with side length a = 10 cm. Find the magnitude of the total electric force acting on a test charge q0 placed at the remaining vertex, given F0 = kqq0/a^2.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""\sqrt{2} × F₀""",\sqrt{2} × F₀,-
LD061,LD,"Two electric charges, q1 = q2 = 5 × 10^-16 C, are placed at vertices B and C of an equilateral triangle ABC with a side length of 8 cm, in air. What is the magnitude of the electric field strength at vertex A?","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""1.2178 × 10^-3""",1.2178 × 10^-3,-
LD122,LD,"Three identical charges, q = -4 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs of length a = 12 cm. Calculate the net force acting on the charge located at the right angle vertex.","# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 14.14",14.140,-
LD142,LD,"Two electric charges, q1 = +5 × 10^-7 C and q2 = +5 × 10^-7 C and a charge q = 10^-6 C, are placed at two points A and B, 6 cm apart. A test charge q is placed at point M, which lies on the perpendicular bisector of the line segment AB and is 5 cm away from AB. Calculate the magnitude of the net electric force exerted by q1 and q2 on the test charge q.","# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 2.27",2.270,-
LD202,LD,"Two charges q1 = +2 × 10^-8 C and q2 = -2 × 10^-8 C are placed at points A and B, 12 cm apart. A test charge q = 10^-5 C is placed at point M, which is located on the perpendicular bisector of AB, 5 cm from AB. Calculate the resultant electric force acting on q.","# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 0.453",0.453,-
LD242,LD,"Three charges, q1 = q2 = q3 = +1 × 10^-7 C, are placed at the three vertices of an equilateral triangle with a side length of 10 cm. Calculate the net electric force acting on q3.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""15.588*10^-3""",15.588*10^-3,-
LD262,LD,"Two electric charges, q1 = +1 × 10^-8 C and q2 = -1 × 10^-8 C, are placed at points A and B, 10 cm apart. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB and is 5 cm away from AB. Calculate the net electric force acting on q.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""2.55 × 10^-4""",2.55 × 10^-4,-
LD282,LD,"Three identical charges, q = -7 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angle vertex.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""2.77*10^-3""",2.77*10^-3,-
LD322,LD,"Three charges, q1 = q2 = q3 = 1.2 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 5.2 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded two decimal places.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""6.92 × 10^6""",6.92 × 10^6,-
LD342,LD,"Two point charges, q1 = 3.6 × 10^-6 C and q2 = 3.0 × 10^-6 C, are separated by a distance of 9.2 cm. Point M lies on the line connecting A and B, but outside the segment AB, and is 14.2 cm from A(M is to the right side of A and B). Calculate the net electric field strength at M. Give your answer rounded two decimal places.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""2.1*10^6""",2.1*10^6,-
LD363,LD,"Two electric charges, q1 = 4.25 × 10^-6 C and q2 = 4.43 × 10^-6 C, are both 5.51 cm away from point M. The electric fields they produce at M form an angle of 60° with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""22.29 × 10^6""",22.29 × 10^6,-
LD382,LD,"Two point charges, q1 = 2.24 × 10^-6 C and q2 = 1.24 × 10^-6 C, are placed at the two ends of a straight line segment 8.25 cm long. Calculate the electric field strength at the midpoint of the line segment. Give your answer rounded to two decimal places.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""5.29 × 10^6""",5.29 × 10^6,-
NL039,NL,"In an oscillating LC circuit, when the electric field energy is 1/4 of the total energy, what percentage (%) of the maximum current is the instantaneous current (round the result to one decimal place)?","# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 86.6",86.6,-
NL099,NL,A capacitor stores 3.6 mJ of electrical energy when the voltage across it is 120 V. Calculate its capacitance C (μF).,"# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 0.5",0.50,-
NL309,NL,"When the voltage across the capacitor doubles, how will the electric field energy change?","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""Increase by 4 times""",Increase by 4 times,-
NL318,NL,"In an ideal LC circuit, when the magnetic energy is half of the total energy, what is the electric energy?","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""Half of the total energy""",Half of the total energy,-
NL327,NL,"The electric field energy in the capacitor gradually increases from zero to its maximum, while simultaneously the magnetic field energy decreases from its maximum to zero. What does this indicate about the oscillation process?","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""Conservation of energy""",Conservation of energy,-
TD377,TD,"A capacitor has a charge Q = 50 μC and a capacitance C = 5 μF. If it's replaced with another capacitor having a capacitance of 10 μF, but the charge Q is kept constant, how does the voltage change?","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""the voltage is halfed""",the voltage is halfed,-
TD380,TD,"A capacitor has a charge of 90 μC and a voltage of 30 V. If the charge decreases to 45 μC, how many times does the energy change?","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""decreases by 4 times""",decreases by 4 times,-
TD388,TD,"A 2 μF capacitor is charged to 12 V, then disconnected, and its charge is equally shared among two identical capacitors. Calculate the total remaining energy after sharing.","# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 72.0",72,-
TD396,TD,"A capacitor has an energy of 2 mJ and a capacitance of 1 μF. If it is connected in series with another 1 μF uncharged capacitor, calculate the new total energy of the system.","# [REASONING]
# 1. Extract values from the problem statement.
# 2. Calculate using the standard physics conventions (k=9e9, etc.).
# [END REASONING]
final_result = 1.0",1,-
THCB069,THCB,"If both lamps glow brightly and are identical, with a supply voltage U = 6V, calculate the current through each lamp, given R = 6Ω.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""I_D = 1.0""",I_D = 1.0,-
THCB077,THCB,"The power consumption of lamps D₁ and D₂ is 10W and 20W, respectively. Calculate the total power of the circuit.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""P_total = 30""",P_total = 30,-
THCB081,THCB,"If the current through one lamp in a parallel circuit increases, how will the total current change?","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""Total current increases.""",Total current increases.,-
THCB085,THCB,"If the current through A₁ is 1.8 A and A₂ is 1.2 A, calculate the current in the third branch.","# [REASONING]
# 1. Analyze the physical system based on the given parameters.
# 2. Apply relevant formulas (e.g., Coulomb's Law, Faraday's Law).
# 3. Format the result exactly as the theoretical expectation.
# [END REASONING]
final_result = ""I₃ = 0.6""",I₃ = 0.6,-
