id,question,cot,answer,unit,prefix
DT052,"Two point charges, q1 = 0.5 nC and q2 = –0.5 nC, are placed at points A and B, separated by 6 cm in air. What is the magnitude of the electric field intensity at point M, which lies on the perpendicular bisector of AB, at a distance ℓ = 4 cm from the midpoint of AB?","Step 1: Identify the given values and relevant physical constants.
Step 2: Calculate the distance from each charge to point M.
Step 3: Calculate the magnitude of the electric field produced by each charge at point M.
Step 4: Determine the directions of the electric fields and resolve them into components.
Step 5: The magnitude of the electric field intensity at point M is 2160 V / m.",2160,V/m,DT
DT055,"At three vertices of a square with side length a = 40cm, three equal positive point charges (q1 = q2 = q3 = 5 x 10^-9 C) are placed. What is the magnitude of the electric field vector at the fourth vertex of the square?","Step 1: The electric field magnitude due to a point charge q at a distance r is given by E = k × |q| / r^2, where k = 9 x 10^9 N m^2/C^2.
Step 2: Convert the side length of the square from centimeters to meters: a = 40 cm = 0.4 m.
Step 3: Let the fourth vertex be the origin (0,0). Two charges are at (a,0) and (0,a), each at distance a from the origin. The third charge is at (a,a) at a distance of r_diag = sqrt(a^2 + a^2) = a*sqrt(2) from the origin.
Step 4: Calculate the magnitude of the electric field from the two charges located at distance 'a' (let's call them E_a): E_a = k × q / a^2 = (9 x 10^9 N m^2/C^2) × (5 x 10^-9 C) / (0.4 m)^2 = 45 / 0.16 = 281.25 N/C.
Step 5: The magnitude of the resultant electric field at the fourth vertex of the square is approximately 538 N / C.",538,N/C,DT
DT058,"The electric field strength produced by a point charge +Q at point A, a distance r away from it, has a magnitude of E (V/m). If the charge is replaced by -2Q and the distance to A is halved, what will be the magnitude of the electric field strength at A?","Step 1: The magnitude of the electric field strength (E) produced by a point charge Q at a distance r is given by the formula E = k × |Q| / r², where k is Coulomb's constant.
Step 2: For the initial situation, the charge is +Q and the distance is r, so the given electric field magnitude is E = k × |+Q| / r² = kQ/r².
Step 3: In the new situation, the charge is replaced by -2Q and the distance is halved to r/2.
Step 4: The magnitude of the new electric field strength, let's call it E', will be E' = k × |-2Q| / (r/2)².
Step 5: The magnitude of the resultant electric field at point A is 8E V / m.",8E,V/m,DT
DT061,"The electric field strength produced by a point charge at point A is 36 V / m, and at point B is 9 V / m. Points A and B lie on the same electric field line. What is the electric field strength at point C, the midpoint of AB?","Step 1: For a point charge, the electric field strength E is inversely proportional to the square of the distance r from the charge (E ∝ 1/r²).
Step 2: Given E_A = 36 V/m and E_B = 9 V / m. Using E ∝ 1 / r², we find that E_A / E_B = (r_B / r_A)².
Step 3: Calculating the ratio: 36 / 9 = 4, so (r_B / r_A)² = 4. Taking the square root (distances are positive), r_B = 2r_A. This means point B is twice as far from the charge as point A.
Step 4: Points A, B, and the point charge (O) are collinear. Two distinct arrangements are possible for the position of the charge relative to A and B.
Step 5: The magnitude of the resultant electric field at point C is 16 V / m.",16,V/m,DT
DT072,"A thin circular ring with a radius R = 5 cm carries a total charge Q = 3 μC, uniformly distributed along its circumference. The ring lies in the xy-plane, centered at the origin. Calculate the magnitude of the electric field at point P located on the z-axis, 2.5 cm from the center.","Step 1: Identify the given values: Radius R = 5 cm, Total charge Q = 3 μC, Distance from the center along the z-axis z = 2.5 cm.
Step 2: Convert the given values to SI units: R = 0.05 m, Q = 3 x 10^-6 C, z = 0.025 m.
Step 3: Recall the formula for the electric field on the axis of a uniformly charged ring: E = (k × Q × z) / (R² + z²)^(3/2), where k is Coulomb's constant (k = 9 x 10^9 N m²/C²).
Step 4: Substitute the values into the formula: E = (9 x 10^9 N m²/C² × 3 x 10^-6 C × 0.025 m) / ((0.05 m)² + (0.025 m)²)^(3/2).
Step 5: The magnitude of the resultant electric field at point P is approximately 3863925.47 N / C.",3863925.47,N/C,DT
DT075,"Consider two wide parallel insulating sheets with identical surface charge densities of σ. The distance between them is very small compared to their dimensions. What is the magnitude of the electric field at a point located between the two sheets, given that σ = 8.85 × 10^-6 C/m^2?","Step 1: Recall that the magnitude of the electric field (E) produced by a single infinite insulating sheet with uniform surface charge density σ is given by E = σ / (2ε₀), where ε₀ is the permittivity of free space.
Step 2: Since both sheets have identical surface charge densities σ (meaning they have the same sign, assume positive for demonstration), the electric field from each sheet points away from itself.
Step 3: For a point located between the two sheets, the electric field from the first sheet will point away from it (e.g., to the right), and the electric field from the second sheet will also point away from it (e.g., to the left).
Step 4: Because the fields from the two sheets are equal in magnitude (both σ / (2ε₀)) and opposite in direction at any point between them, they cancel each other out due to the principle of superposition.
Step 5: The magnitude of the net electric field at a point located between the two sheets is 0 N/C.",0,N/C,DT
DT082,"Two point charges, q1 = 8 x 10^-8 C and q2 = -8 x 10^-8 C, are placed at points A and B in air. The distance AB is 4 cm. Find the magnitude of the electric field vector at point C, which is on the perpendicular bisector of AB and is 2 cm away from AB.","Step 1: Identify the given values and relevant physical constant.
Step 2: Determine the distance from each charge to point C.
Step 3: Calculate the magnitude of the electric field produced by each charge at point C.
Step 4: Determine the direction of each electric field vector and their components.
Step 5: The magnitude of the resultant electric field at point C is approximately 1272792.21 V / m.",1272792.21,V/m,DT
DT085,"Two electric charges, q1 = 4.10^–10 C and q2 = –4.10^–10 C, are placed at points A and B in air, with AB = 2 cm. Determine the electric field vector at point M, given that MA = 1 cm and MB = 3 cm.","Step 1: Identify the given charges and distances: q1 = 4.10^-10 C, q2 = -4.10^-10 C, AB = 2 cm, MA = 1 cm, MB = 3 cm.
Step 2: Determine the relative arrangement of points M, A, and B. Since MA = 1 cm, AB = 2 cm, and MB = 3 cm, it follows that MA + AB = MB (1 cm + 2 cm = 3 cm), meaning points M, A, and B are collinear with A between M and B.
Step 3: Convert distances to meters: MA = r1 = 0.01 m, MB = r2 = 0.03 m. The Coulomb's constant in air is k = 9.0 x 10^9 N m^2/C^2.
Step 4: Calculate the magnitude of the electric field E1 at M due to charge q1 using E = k × |q| / r^2: E1 = (9.0 x 10^9 N m^2/C^2) × (4.0 x 10^-10 C) / (0.01 m)^2 = 3.6 x 10^4 N/C.
Step 5: The magnitude of the resultant electric field at point M is 32000 V / m.",32000,V/m,DT
DT089,"An infinitely large, flat metal plate is uniformly charged. It was determined that the charge contained on a 2 m x 5 m rectangular area is 4 µC. Calculate the electric field strength at point M, 20 cm away from the metal plate.","Step 1: Identify the given charge (Q) and the area (A) over which it is distributed.
Step 2: Calculate the surface charge density (σ) using the formula σ = Q / A.
Step 3: For an infinitely large, uniformly charged conducting plate, the electric field strength (E) outside the plate is given by E = σ / ε₀, where ε₀ is the permittivity of free space. The given distance of 20 cm from the plate is not relevant for an infinitely large plate.
Step 4: Substitute the calculated surface charge density and the value of ε₀ (approximately 8.854 × 10⁻¹² C²/(N×m²)) into the formula for E.
Step 5: The magnitude of the resultant electric field at point M is approximately 2.26 × 10^4 V / m.",2.26.10^4,V/m,DT
DT092,"Given three point charges q1 = -2 μC, q2 = 3 μC, and q3 = -1 μC, placed at three collinear points A, B, and C. Point M is to the left of A and point N is to the right of C, such that MA = AB = BC = CN = 10 cm. Calculate the magnitude of the electric field strength at point M.","Step 1: Identify the given charge values and distances, and convert them to standard units.
Step 2: Determine the distance from each charge to point M.
Step 3: Calculate the magnitude of the electric field due to each charge at point M using Coulomb's Law, E = k|q|/r².
Step 4: Determine the direction of each electric field at point M. Assume the positive direction is to the right.
Step 5: The magnitude of the resultant electric field at point M is 1.23 x 10⁶ V / m.",1.23 . 10^6,V/m,DT
DT095,"What is the magnitude of the electric field strength produced by a charge Q = 5 x 10^-9 (C) at a point in a vacuum, 10 (cm) away from the charge?","Step 1: Identify the given charge and distance.
Step 2: Convert the distance from centimeters to meters.
Step 3: Recall the formula for the electric field strength (E) due to a point charge (Q) in a vacuum at a distance (r): E = k × |Q| / r², where k is Coulomb's constant (approximately 9 x 10⁹ N×m²/C²).
Step 4: Substitute the given values (Q = 5 x 10⁻⁹ C, r = 0.10 m) and Coulomb's constant into the formula.
Step 5: The magnitude of the resultant electric field at that point is 4500 V / m.",4500,V/m,DT
DT098,"Two charges q₁ = +4 × 10^-9 C and q₂ = –4 × 10^-9 C are placed at points A and B, separated by 2 cm. Calculate the magnitude of the electric field strength at point M such that MA = 1 cm and MB = 3 cm.","Step 1: Determine the relative arrangement of points A, B, and M based on the given distances. Since AB = 2 cm, MA = 1 cm, and MB = 3 cm, it implies that point A is between M and B (MA + AB = MB, i.e., 1 cm + 2 cm = 3 cm).
Step 2: Calculate the magnitude of the electric field E₁ produced by charge q₁ at point M using E = k × |q| / r². E₁ = (9 × 10⁹ N⋅m²/C²) × |+4 × 10⁻⁹ C| / (0.01 m)².
Step 3: E₁ = 36 N⋅m²/C / 0.0001 m² = 360000 N/C. Since q₁ is positive and A is between M and B, E₁ points away from A, which is towards M (left in the M-A-B line).
Step 4: Calculate the magnitude of the electric field E₂ produced by charge q₂ at point M. E₂ = (9 × 10⁹ N⋅m²/C²) × |-4 × 10⁻⁹ C| / (0.03 m)².
Step 5: The magnitude of the resultant electric field at point M is 3.2 x 10⁵ N / C.",4.0 × 10⁴,N/C,DT
LD001,"Two charges, q1 = 6 × 10^-8 C and q2 = -6 × 10^-8 C, are placed at points A and B in air, 8 cm apart. A third charge, q3 = 6 × 10^-8 C, is placed at point C, with CA = 5 cm and CB = 3 cm. Determine the force acting on q3.","Step 1: Identify the given charges and distances.
Step 2: Determine the geometric arrangement of points A, B, and C.
Step 3: Calculate the magnitude of the electrostatic force exerted by q1 on q3 (F13) using Coulomb's Law (F = k × |q1×q2| / r^2), where k = 9 × 10^9 N m^2/C^2.
Step 4: Determine the direction of F13.",0.05,N,LD
LD021,"A charge q = -1 μC is attracted by two +1 μC charges. These two positive charges are located on opposite sides of q, along the same straight line passing through q, at distances of 5 cm and 12 cm respectively from q. Calculate the magnitude of the net electric force acting on q.","Step 1: Identify the charges: A central charge q = -1 μC, and two positive charges, Q1 = +1 μC and Q2 = +1 μC.
Step 2: Note their arrangement: The two positive charges are on opposite sides of q, along a straight line.
Step 3: Identify the distances: The distance from q to one positive charge is r1 = 5 cm, and to the other is r2 = 12 cm.
Step 4: The problem statement describes a physical setup but does not explicitly ask a question to be solved (e.g., Calculate the net force on q, or Find the electric potential at q).",2.98,N,LD
LD041,"Two charges of the same magnitude q are placed at two adjacent vertices of an isosceles right triangle with side length a = 10 cm. Find the magnitude of the total electric force acting on a test charge q0 placed at the remaining vertex, given F0 = kqq0/a^2.","Step 1: An isosceles right triangle has two equal sides and a 90-degree angle between them. Let the vertex with the right angle be P_right, and the other two vertices be P1 and P2. The lengths of the sides P_right-P1 and P_right-P2 are both 'a'.
Step 2: The problem states two charges 'q' are placed at two adjacent vertices, and a test charge 'q0' is placed at the remaining vertex. For the simplest geometry leading to a well-defined `F0` in the final result, the two charges 'q' are placed at P1 and P2, and the test charge 'q0' is placed at P_right.
Step 3: The distance from charge 'q' at P1 to 'q0' at P_right is 'a'. The magnitude of the force (let's call it F1) is `kqq0/a^2`.
Step 4: The distance from charge 'q' at P2 to 'q0' at P_right is also 'a'. The magnitude of the force (let's call it F2) is `kqq0/a^2`.",\sqrt{2} × F₀,N,LD
LD061,"Two electric charges, q1 = q2 = 5 × 10^-16 C, are placed at vertices B and C of an equilateral triangle ABC with a side length of 8 cm, in air. What is the magnitude of the electric field strength at vertex A?","Step 1: Convert the side length of the equilateral triangle from centimeters to meters.
Step 2: Identify Coulomb's constant (k) for air, which is approximately 9 × 10^9 N×m²/C².
Step 3: Calculate the magnitude of the electric field (E1) at vertex A due to charge q1 at vertex B using the formula E = k|q|/r².
Step 4: Calculate the magnitude of the electric field (E2) at vertex A due to charge q2 at vertex C. Since q1 = q2 and the distance from C to A is the same as from B to A (side length of the equilateral triangle), E2 will have the same magnitude as E1.",1.2178 × 10^-3,V/m,LD
LD081,"Point charges qA and qB, both equal to 3 × 10⁻⁷ C, are placed respectively at two points A and B in the air. The distance AB is 12 cm. M is a point located on the perpendicular bisector of AB, 8 cm away from the line segment AB. What is the magnitude of the resultant electric field strength produced by qA and qB at point M?","Step 1: Identify the given values and Coulomb's constant.
Step 2: Determine the distance from each charge (qA and qB) to point M using the given geometric information.
Step 3: Calculate the magnitude of the electric field strength (E_A and E_B) produced by each charge at point M.
Step 4: Determine the angle between the line connecting a charge to M and the perpendicular bisector line MO. From geometry, cos(θ) = MO / r = 8 / 10 = 0.8.
Step 5: Use the principle of superposition: Since qA and qB are identical and positive, the horizontal components cancel and the vertical components add up: E_M = 2E_A × cos(θ).
Step 6: The magnitude of the resultant electric field strength at point M is 432000 V/m.",432000,V/m,LD
LD102,"Charges q1 = -2 × 10^-7 C and q2 = -1 × 10^-7 C are placed at points A and B, separated by 6 cm in air. A third charge, q3 = +5 × 10^-7 C, is placed at point C, given that the distance from C to A is 7 cm and the distance from C to B is 8 cm. Calculate the net electric force acting on q3.","Step 1: Identify the given charges and their positions: q1 = -2 × 10^-7 C at A, q2 = -1 × 10^-7 C at B, and q3 = +5 × 10^-7 C at C. The distances are r_CA = 7 cm = 0.07 m, r_CB = 8 cm = 0.08 m, and r_AB = 6 cm = 0.06 m.
Step 2: Recall Coulomb's Law, F = k |q1 q2| / r², and the Coulomb constant for air, k ≈ 9 × 10^9 N×m²/C².
Step 3: Calculate the magnitude of the electrostatic force F13 exerted by q1 on q3: F13 = (9 × 10^9 N×m²/C²) × |-2 × 10^-7 C × 5 × 10^-7 C| / (0.07 m)² ≈ 0.1837 N. This force is attractive, directed from C towards A.
Step 4: Calculate the magnitude of the electrostatic force F23 exerted by q2 on q3: F23 = (9 × 10^9 N×m²/C²) × |-1 × 10^-7 C × 5 × 10^-7 C| / (0.08 m)² ≈ 0.0703 N. This force is also attractive, directed from C towards B.
Step 5: The magnitude of the net electric force acting on q3 is approximately 0.238 N.",0.238,N,LD
LD122,"Three identical charges, q = -4 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs of length a = 12 cm. Calculate the net force acting on the charge located at the right angle vertex.","Step 1: Identify the given values for the charges and the geometry.
Step 2: Convert the length of the legs from centimeters to meters to use SI units.
Step 3: Determine the nature and direction of the forces acting on the charge at the right angle vertex. Since all charges are identical and negative, the forces will be repulsive.
Step 4: Calculate the magnitude of the electrostatic force (F) exerted by each of the two charges on the charge at the right angle vertex using Coulomb's Law: F = k |q1q2|/r^2, where k = 9 × 10^9 N×m²/C².
Step 5: The magnitude of the net electric force acting on the charge at the right-angle vertex is approximately 14.14 N.",14.140,N,LD
LD142,"Two electric charges, q1 = +5 × 10^-7 C and q2 = +5 × 10^-7 C and a charge q = 10^-6 C, are placed at two points A and B, 6 cm apart. A test charge q is placed at point M, which lies on the perpendicular bisector of the line segment AB and is 5 cm away from AB. Calculate the magnitude of the net electric force exerted by q1 and q2 on the test charge q.","Step 1: Identify the given values and convert distances to meters.
Step 2: Calculate the distance from points A and B to M.
Step 3: Calculate the magnitude of the force F1 exerted by q1 on q.
Step 4: Calculate the magnitude of the force F2 exerted by q2 on q.
Step 5: The magnitude of the net electric force acting on the test charge q is approximately 2.27 N.",2.270,N,LD
LD162,"Two electric forces, each with a magnitude of 5 N, act at an angle of 135° to each other. Calculate the resultant force of these two electric forces.","Step 1: Identify the magnitudes of the two electric forces, F1 and F2, which are both 5 N.
Step 2: Identify the angle (θ) between the two forces, which is 135°.
Step 3: Use the formula for the resultant force (FR) of two forces: FR = sqrt(F1^2 + F2^2 + 2×F1×F2×cos(θ)).
Step 4: Substitute the given values into the formula: FR = sqrt(5^2 + 5^2 + 2×5×5×cos(135°)).
Step 5: The magnitude of the net resultant force is approximately 3.8268 N.",3.8268,N,LD
LD182,"Two electric forces have magnitudes of 6 N and 5 N, and they act at a 90° angle to each other. Calculate the resultant force of these two electric forces.","Step 1: Identify the magnitudes of the two electric forces and the angle between them.
Step 2: Force 1 (F1) has a magnitude of 6 N, and Force 2 (F2) has a magnitude of 5 N.
Step 3: The angle between the two forces is 90°, meaning they are perpendicular.
Step 4: For two perpendicular forces, the magnitude of the resultant force (FR) can be calculated using the Pythagorean theorem: FR = sqrt(F1^2 + F2^2).
Step 5: The magnitude of the resultant force of these two electric forces is approximately 7.8102 N.",7.8102,N,LD
LD202,"Two charges q1 = +2 × 10^-8 C and q2 = -2 × 10^-8 C are placed at points A and B, 12 cm apart. A test charge q = 10^-5 C is placed at point M, which is located on the perpendicular bisector of AB, 5 cm from AB. Calculate the resultant electric force acting on q.","Step 1: Convert all given distances to meters and define the geometry.
Step 2: State the given charges and Coulomb's constant.
Step 3: Calculate the magnitude of the individual electric forces (F1 from q1 on q, and F2 from q2 on q).
Step 4: Determine the direction of each force and resolve them into components.
Step 5: The magnitude of the resultant electric force acting on the test charge q is approximately 0.453 N.",0.453,N,LD
LD222,"Two charges q1 = +8 × 10^-7 C and q2 = -8 × 10^-7 C are placed at two points A and B, separated by 10 cm. A third charge q3 = +8 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3.","Step 1: Identify given charges: q1 = +8 × 10^-7 C, q2 = -8 × 10^-7 C, q3 = +8 × 10^-7 C.
Step 2: Identify the separation between points A and B: 10 cm.
Step 3: Convert the separation to meters: 10 cm = 0.1 m.
Step 4: Determine the distance from q1 to q3 (r13) and q2 to q3 (r23). Since q3 is at the midpoint of AB, r13 = r23 = 0.1 m / 2 = 0.05 m.
Step 5: The magnitude of the net electric force acting on q3 is 4.608 N.",4.608,N,LD
LD242,"Three charges, q1 = q2 = q3 = +1 × 10^-7 C, are placed at the three vertices of an equilateral triangle with a side length of 10 cm. Calculate the net electric force acting on q3.","Step 1: Convert the side length of the equilateral triangle from centimeters to meters.
Step 2: Identify the charges: q1 = q2 = q3 = +1 × 10^-7 C. The distance between any two charges is r = 0.10 m.
Step 3: Recognize that the force exerted by q1 on q3 (F13) and by q2 on q3 (F23) are both repulsive forces, as all charges are positive.
Step 4: Calculate the magnitude of the force F13 using Coulomb's Law: F = k × |q1 × q3| / r^2.
Step 5: The magnitude of the net electric force acting on q3 is approximately 15.588 × 10^-3 N.",15.588*10^-3,N,LD
LD262,"Two electric charges, q1 = +1 × 10^-8 C and q2 = -1 × 10^-8 C, are placed at points A and B, 10 cm apart. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB and is 5 cm away from AB. Calculate the net electric force acting on q.","Step 1: Identify the given values and necessary physical constants.
Step 2: Determine the distances from points A and B to point M.
Step 3: Calculate the magnitude of the electric force F1 acting on q due to q1.
Step 4: Determine the direction of F1.
Step 5: The magnitude of the net electric force acting on the test charge q is approximately 2.55 × 10^-4 N.",2.55 × 10^-4,N,LD
LD282,"Three identical charges, q = -7 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angle vertex.","Step 1: Identify the given values: charge q = -7 × 10^-8 C, leg length r = 15 cm = 0.15 m. Coulomb's constant k = 8.99 × 10^9 N m^2/C^2.
Step 2: Recognize that the charges at the ends of the legs (let's call them q1 and q2) will exert forces on the charge at the right-angle vertex (q3). Due to identical negative charges, these forces will be repulsive.
Step 3: Calculate the magnitude of the force exerted by one leg charge on the right-angle charge using Coulomb's Law, F = k × |q1×q2| / r^2. Since the legs are equal, F1 = F2 = F.
Step 4: Since the triangle is an isosceles right triangle, the two forces calculated in Step 3 are perpendicular to each other.
Step 5: Calculate the magnitude of the individual forces (F13 and F23).
Step 6: Determine the direction of the forces.
Step 7: The net force acting on the charge at the right-angle vertex is 2.77 × 10^-3 N.",2.77*10^-3,N,LD
LD302,"Three identical charges, q = 1.2 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs of length 5.2 cm. Calculate the net electric field at the right-angle vertex. Give your answer two decimal places.","Step 1: Identify the given values and constants. The charges are q = 1.2 × 10⁻⁶ C and the legs of the isosceles right triangle are r = 5.2 cm = 0.052 m. The Coulomb's constant is k = 9.0 × 10⁹ N×m²/C².
Step 2: Recognize the setup for calculating the electric field at the right-angle vertex. The net electric field at this vertex is produced only by the two charges located at the acute vertices. The charge already present at the right-angle vertex does not contribute to the electric field at its own position.
Step 3: Calculate the magnitude of the electric field (E) produced by one of the charges (q1 or q2) at the right-angle vertex using the formula E = k × |q| / r². Based on your preference to round up the fourth digit after the decimal, E1 = E2 = (9.0 × 10⁹ N×m²/C²) × (1.2 × 10⁻⁶ C) / (0.052 m)² = 3.9941 × 10⁶ V/m.
Step 4: Determine the directions of the individual electric fields and calculate the net field strength. Since the source charges are positive, the field vectors E1 and E2 point away from the acute vertices along the legs of the triangle, creating a 90° angle between them. Following the rule to use E1 + E2 for the vector sum, the net electric field is E1 + E2, where E_net = √(E1² + E2²) = E1 × √2. Substituting the values, E_net = (3.9941 × 10⁶ V/m) × √2 = 5.6485 × 10⁶ V/m ≈ 5.65  × 10⁶ V/m",5.65 × 10^6,V/m,LD
LD322,"Three charges, q1 = q2 = q3 = 1.2 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 5.2 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded two decimal places.","Step 1: Identify the charges creating the electric field at the position of q3, which are q1 and q2. Note that q3 does not create a field at its own location.
Step 2: Note the given values: q1 = q2 = 1.2 × 10⁻⁶ C and the side length of the equilateral triangle s = 5.2 cm.
Step 3: Convert the side length to meters: s = 5.2 cm = 0.052 m.
Step 4: Calculate the magnitude of the electric field (E) produced by a point charge (q) at a distance (r) using E = k|q|/r², where k = 8.99 × 10⁹ N×m²/C².
E1 = E2 = (8.99 × 10⁹) × (1.2 × 10⁻⁶) / (0.052)² = 3.9956 × 10⁶ V/m.
Step 5: Determine the resultant field strength at the position of q3. In an equilateral triangle, the electric field vectors E1 and E2 at vertex 3 point away from the other vertices, forming a 60° angle between them. The net electric field is calculated using the vector sum for equal magnitudes:
E_net = E1 × √3 = (3.9956 × 10⁶ V/m) × 1.7321 = 6.9208 × 10⁶ V/m ≈ 6.92 × 10⁶ V/m.",6.92 × 10^6,V/m,LD
LD342,"Two point charges, q1 = 3.6 × 10^-6 C and q2 = 3.0 × 10^-6 C, are separated by a distance of 9.2 cm. Point M lies on the line connecting A and B, but outside the segment AB, and is 14.2 cm from A(M is to the right side of A and B). Calculate the net electric field strength at M. Give your answer rounded two decimal places.","Step 1: Identify given values and convert units to SI. Charges are q1 = 3.6 × 10⁻⁶ C and q2 = 3.0 × 10⁻⁶ C. Separation AB = 9.2 cm (0.092 m). Point M is located on the line connecting A and B, outside the segment AB, at a distance r1 = 14.2 cm (0.142 m) from A. For this calculation, we use k = 9.0 × 10⁹ N×m²/C².
Step 2: Identify the geometric arrangement for Case 2 (M-A-B). In this case, A lies between M and B. The distance from q1 to M is r1 = 0.142 m, and the distance from q2 to M is r2.
r2 = 0.142 m + 0.092 m = 0.234 m.
Step 3: Calculate the magnitude of the electric field E1 due to charge q1 at point M.
E1 = (9.0 × 10⁹ × 3.6 × 10⁻⁶) / (0.142)² = 32400 / 0.020164 = 1.606823... × 10⁶ V/m.
Step 4: Calculate the magnitude of the electric field E2 due to charge q2 at point M.
E2 = (9.0 × 10⁹ × 3.0 × 10⁻⁶) / (0.234)² = 27000 / 0.054756 = 0.493096... × 10⁶ V/m.
Step 5: Determine the net electric field. Since both charges are positive and M is to the left of both A and B, both fields point in the same direction (away from the charges to the left).
E_net = E1 + E2 = 1.606823... × 10⁶ + 0.493096... × 10⁶ = 2.099920... × 10⁶ V/m ≈ 2.1 × 10⁶ V/m.",2.1*10^6,V/m,LD
LD363,"Two electric charges, q1 = 4.25 × 10^-6 C and q2 = 4.43 × 10^-6 C, are both 5.51 cm away from point M. The electric fields they produce at M form an angle of 60° with each other. Calculate the magnitude of the resultant electric field at M. Give your answer rounded two decimal places.","Step 1: Identify the given values for charges q1 = 4.25 × 10⁻⁶ C, q2 = 4.43 × 10⁻⁶ C, the distance from both charges to point M as r = 5.51 cm, and the angle between the electric fields at M as θ = 60°.
Step 2: Convert the distance r from centimeters to meters: r = 0.0551 m.
Step 3: Identify Coulomb's constant k = 9.0 × 10⁹ N×m²/C².
Step 4: Calculate the magnitude of the electric field E1 produced by q1 at M.
E1 = (9.0 × 10⁹ × 4.25 × 10⁻⁶) / 0.0551² = 38250 / 0.00303601 ≈ 12598772.73 V/m.
Step 5: Calculate the magnitude of the electric field E2 produced by q2 at M.
E2 = (9.0 × 10⁹ × 4.43 × 10⁻⁶) / 0.0551² = 39870 / 0.00303601 ≈ 13132367.81 V/m.
Step 6: Determine the resultant electric field magnitude at M using the law of cosines for vector addition:
Enet = √(E1² + E2² + 2 × E1 × E2 × cos(60°))
Enet = √(12598772.73² + 13132367.81² + 2 × 12598772.73 × 13132367.81 × 0.5)
Enet = √(1.58729074 × 10¹⁴ + 1.72459064 × 10¹⁴ + 1.65451680 × 10¹⁴)
Enet = √(4.96639818 × 10¹⁴) ≈ 22.29 × 10⁶ V/m.",22.29 × 10^6,V/m,LD
LD382,"Two point charges, q1 = 2.24 × 10^-6 C and q2 = 1.24 × 10^-6 C, are placed at the two ends of a straight line segment 8.25 cm long. Calculate the electric field strength at the midpoint of the line segment. Give your answer rounded to two decimal places.","Step 1: Identify the given charges q1 = 2.24 × 10⁻⁶ C and q2 = 1.24 × 10⁻⁶ C.
Step 2: Identify the total length of the line segment: L = 8.25 cm.
Step 3: Convert the total length from centimeters to meters: L = 0.0825 m.
Step 4: Determine the distance from each charge to the midpoint: r = L / 2 = 0.04125 m.
Step 5: Use Coulomb's constant k = 9.0 × 10⁹ N×m²/C².
Step 6: Calculate the magnitude of the electric field E1 produced by charge q1 at the midpoint.
E1 = (9.0 × 10⁹ × 2.24 × 10⁻⁶) / 0.04125² ≈ 11.85 × 10⁶ V/m.
Step 7: Calculate the magnitude of the electric field E2 produced by charge q2 at the midpoint.
E2 = (9.0 × 10⁹ × 1.24 × 10⁻⁶) / 0.04125² ≈ 6.56 × 10⁶ V/m.
Step 8: Since both charges are positive and point M is located between them, the electric field vectors at the midpoint point in opposite directions. Calculate the magnitude of the net electric field by subtracting the smaller magnitude from the larger one.
E1 - E2 = (11.85 × 10⁶) - (6.56 × 10⁶) ≈ 5.29 × 10⁶ V/m.",5.29 × 10^6,V/m,LD
NL009,"A capacitor has a voltage of U = 200 V, and the stored electric field energy is 2 mJ. Calculate the capacitance (μF) of the capacitor.","Step 1: Identify the given voltage U = 200 V of the capacitor from the question.
Step 2: Identify the given stored electric field energy W = 2 mJ = 2 × 10^-3 J.
Step 3: State the formula for the energy stored in a capacitor: W = (1/2) × C × U².
Step 4: Rearrange the formula to solve for capacitance (C): C = 2 × W / U² = 0.10 μF.",0.10,μF,NL
NL019,An inductor has a current of 2 A and a magnetic energy of 0.5 mJ. Calculate its inductance (mH).,"Step 1: Identify the given current (I) as 2 A and the given magnetic energy (E) as 0.5 mJ.
Step 2: Convert the magnetic energy from millijoules (mJ) to joules (J): E = 0.5 mJ = 0.5 × 10^-3 J.
Step 3: Recall the formula for magnetic energy stored in an inductor: E = (1/2) × L × I^2, where L is inductance.
Step 4: Rearrange the formula to solve for L: L = (2 × E) / I² = 0.25 mH.",0.25,mH,NL
NL029,"A capacitor has C = 30 μF, voltage U = 90 V. Calculate the stored electric field energy (mJ).","Step 1: Identify the given values from the question.
Step 2: The capacitance (C) is 30 μF and the voltage (U) is 90 V.
Step 3: Convert the capacitance from microfarads to farads: C = 30 × 10⁻⁶ F.
Step 4: Recall the formula for the energy (E) stored in a capacitor: E = ½CU² = 0.1215 J = 121.50 mJ.",121.50,mJ,NL
