id,prefix,topic,answer,unit,reject_reason,detail,question
LD127,LD,electrostatics_force,44.34,N,constant_answer_code,,Three electric charges q1 = q2 = q3 = +8 × 10^-6 C are placed at the three vertices of an equilateral triangle with side length 15 cm in the air. Calculate the net electric force acting on q3.
LD129,LD,electrostatics_force,2.04*10^-3,N,constant_answer_code,,"Three identical charges, q = -4 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of length a = 10 cm. Calculate the net force acting on the charge located at the right-angle vertex."
LD130,LD,electrostatics_force,17.320,N,constant_answer_code,,Three electric charges q1 = q2 = q3 = +5 × 10^-6 C are placed at the three vertices of an equilateral triangle with a side length of 15 cm in the air. Calculate the net electric force acting on q3.
LD133,LD,electrostatics_force,0.434,N,constant_answer_code,,"Three identical charges, q = +7 × 10^-7 C, are placed at the three vertices of an isosceles right triangle with legs of length a = 12 cm. Calculate the net force acting on the charge at the right-angle vertex."
LD134,LD,electrostatics_force,0.035,N,constant_answer_code,,Three identical charges q = +2 × 10^-7 C are placed at the 3 vertices of an isosceles right triangle with legs of length a = 12 cm. Calculate the net force acting on the charge at the right-angle vertex.
LD136,LD,electrostatics_force,0.716,N,constant_answer_code,,"Three identical charges, q = +9 × 10^-7 C, are placed at the three vertices of an isosceles right triangle with side length a = 12 cm. Calculate the net force acting on the charge located at the right angle vertex."
LD137,LD,electrostatics_force,0.115,N,constant_answer_code,,"Two charges, q1 = -2 × 10^-8 C and q2 = -2 × 10^-8 C, are placed at points A and B, which are 6 cm apart. A test charge q = 10^-6 C is placed at point M, which is located on the perpendicular bisector of AB, 4 cm away from the line segment AB."
LD138,LD,electrostatics_force,64.8,N,constant_answer_code,,"Two point charges q1 = +3 × 10^-6 C and q2 = -3 × 10^-6 C are placed at two points A and B, separated by 10 cm. A charge q3 = -3 × 10^-6 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD139,LD,electrostatics_force,43.31,N,constant_answer_code,,"Three identical charges, q = -7 × 10^-6 C, are placed at the three vertices of an isosceles right-angled triangle with equal sides of length a = 12 cm. Calculate the net force acting on the charge located at the right-angle vertex."
LD140,LD,electrostatics_force,0.173,N,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = -5 × 10^-7 C, are placed at the three vertices of an equilateral triangle with side length 15 cm in the air. Calculate the net electric force acting on q3."
LD146,LD,electrostatics_force,3.89*10^-3,N,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = +5 × 10^-6 C, are placed at the three vertices of an equilateral triangle of side length 10 cm in the air. Calculate the resultant electric force acting on q3."
LD147,LD,electrostatics_force,1.27*10^-4,N,constant_answer_code,,"Three identical charges, q = +1 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of length a = 10 cm. Calculate the net force acting on the charge located at the right angle vertex."
LD149,LD,electrostatics_force,1.27*10^-4,N,constant_answer_code,,Three identical charges q = +1 × 10^-8 C are placed at the three vertices of an isosceles right triangle with leg length a = 10 cm. Calculate the net force acting on the charge at the right-angle vertex.
LD150,LD,electrostatics_force,36.32,N,constant_answer_code,,"Two electric charges q1 = -4 × 10^-6 C and q2 = -4 × 10^-6 C are placed at points A and B, 6 cm apart. A test charge q = 2 × 10^-6 C is placed at point M, which lies on the perpendicular bisector of AB, 5 cm from the line AB. Calculate the magnitude of the resultant electric force exerted by q1 and q2 on q."
LD151,LD,electrostatics_force,5.09*10^-4,N,constant_answer_code,,"Three identical charges, q = -2 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of length a = 10 cm. Calculate the net force acting on the charge at the right-angle vertex."
LD152,LD,electrostatics_force,3.82,N,constant_answer_code,,"Two electric charges q1 = -5 × 10^-7 C and q2 = -5 × 10^-7 C are placed at two points A and B, 10 cm apart. A test charge q = -3 × 10^-6 C is placed at point M, which lies on the perpendicular bisector of AB and is 5 cm away from the line segment AB. Calculate the magnitude of the net electric force exerted by q1 and q2 on q."
LD157,LD,electrostatics_force,12.6*10^-3,N,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = -9 × 10^-8 C, are placed at the three vertices of an equilateral triangle with a side length of 10 cm in air. Calculate the net electric force exerted on q3."
LD159,LD,electrostatics_force,62.35*10^-3,N,constant_answer_code,,"Three charges, q1 = q2 = q3 = +3 × 10^-7 C, are placed at the three vertices of an equilateral triangle with a side length of 15 cm in the air. Calculate the net electric force acting on q3."
LD160,LD,electrostatics_force,7.8102,N,constant_answer_code,,"Two electric forces have magnitudes of 4 N and 9 N, acting at an angle of 120° to each other. Calculate the resultant force of these two electric forces."
LD193,LD,electrostatics_force,8.0,N,constant_answer_code,,"Two electric forces, each with a magnitude of 8 N, act at an angle of 120° to each other. Calculate the resultant force of these two electric forces."
LD197,LD,electrostatics_force,9.7833,N,constant_answer_code,,"Two electric forces have magnitudes of 2 N and 8 N, acting at an angle of 30° to each other. Calculate their resultant force."
LD198,LD,electrostatics_force,9.3647,N,constant_answer_code,,Two electric forces with magnitudes of 7 N and 3 N act at an angle of 45° to each other. Calculate their resultant force.
LD200,LD,electrostatics_force,10.1699,N,constant_answer_code,,"Two electric forces have magnitudes of 5 N and 6 N, and act at an angle of 45° to each other. Calculate the resultant force of these two forces."
LD203,LD,electrostatics_force,62.37,N,constant_answer_code,,"Three identical charges, q = +7 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with equal sides of 10 cm. Calculate the net force acting on the charge at the right-angle vertex."
LD205,LD,electrostatics_force,5.832,N,constant_answer_code,,"Two charges q1 = +9 × 10^-7 C and q2 = -9 × 10^-7 C are placed at two points A and B, separated by 10 cm. A third charge q3 = -9 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD208,LD,electrostatics_force,7.2,N,constant_answer_code,,"Two electric charges q1 = +1 × 10^-6 C and q2 = -1 × 10^-6 C are placed at two points A and B, separated by 10 cm. A third electric charge q3 = +1 × 10^-6 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD209,LD,electrostatics_force,6.928*10^-5,N,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = -1 × 10^-8 C, are placed at the three vertices of an equilateral triangle with a side length of 15 cm. Calculate the net electric force acting on q3."
LD210,LD,electrostatics_force,4.495*10^-3,N,constant_answer_code,,"Two electric charges q1 = +2 × 10^-8 C and q2 = -2 × 10^-8 C are placed at two points A and B, 8 cm apart. A third charge q3 = -2 × 10^-8 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD212,LD,electrostatics_force,0.877,N,constant_answer_code,,Three electric charges q1 = q2 = q3 = +9 × 10^-7 C are placed at the 3 vertices of an equilateral triangle with a side length of 12 cm. Calculate the net electric force acting on q3.
LD213,LD,electrostatics_force,62.4*10^-3,N,constant_answer_code,,Three electric charges q1 = q2 = q3 = -2 × 10^-7 C are placed at the 3 vertices of an equilateral triangle with side length 10 cm. Calculate the net electric force acting on q3.
LD215,LD,electrostatics_force,0.566,N,constant_answer_code,,"Two electric charges, q1 = +8 × 10^-6 C and q2 = -8 × 10^-6 C, are placed at points A and B, separated by 6 cm. A test charge q = 10^-8 C is placed at point M, which is on the perpendicular bisector of AB and is 3 cm away from the line segment AB. Calculate the net electric force acting on the charge q."
LD216,LD,electrostatics_force,0.156,N,constant_answer_code,,"Three identical charges, q = +7 × 10^-7 C, are placed at the three vertices of an isosceles right triangle with legs of 20 cm. Calculate the net force acting on the charge at the right-angle vertex."
LD219,LD,electrostatics_force,1.71*10^-3,N,constant_answer_code,,"Two charges, q1 = +5 × 10^-8 C and q2 = -5 × 10^-8 C, are placed at points A and B, 10 cm apart. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB, 4 cm away from AB. Calculate the net electric force acting on q."
LD220,LD,electrostatics_force,0.509*10^-3,N,constant_answer_code,,"Two electric charges, q1 = +2 × 10^-8 C and q2 = -2 × 10^-8 C, are placed at points A and B, which are 10 cm apart. A test charge q = 10^-8 C is placed at point M, which is on the perpendicular bisector of AB and 5 cm away from AB. Calculate the net electric force acting on q."
LD221,LD,electrostatics_force,20.0,N,constant_answer_code,,"Two electric charges q1 = +1 × 10^-6 C and q2 = -1 × 10^-6 C are placed at two points A and B, separated by 6 cm. A charge q3 = +1 × 10^-6 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD223,LD,electrostatics_force,0.128,N,constant_answer_code,,"Two charges q1 = +8 × 10^-8 C and q2 = -8 × 10^-8 C are placed at two points A and B, 6 cm apart. A third charge q3 = -8 × 10^-8 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD224,LD,electrostatics_force,1.0825,N,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = -1 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 12 cm. Calculate the resultant electric force acting on q3."
LD225,LD,electrostatics_force,7.2,N,constant_answer_code,,"Two electric charges q1 = +1 × 10^-6 C and q2 = -1 × 10^-6 C are placed at two points A and B, separated by 10 cm. A third charge q3 = -1 × 10^-6 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD226,LD,electrostatics_force,0.141,N,constant_answer_code,,Three identical charges q = +5 × 10^-7 C are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right angle.
LD227,LD,electrostatics_force,0.509*10^-3,N,constant_answer_code,,"Three identical charges, q = -3 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with equal sides of 15 cm. Calculate the net force acting on the charge located at the right-angle vertex."
LD228,LD,electrostatics_force,8.77*10^-3,N,constant_answer_code,,"Three charges, q1 = q2 = q3 = -9 × 10^-8 C, are placed at the three vertices of an equilateral triangle with a side length of 12 cm. Calculate the net electric force acting on q3."
LD229,LD,electrostatics_force,320.0,N,constant_answer_code,,"Two charges q1 = +4 × 10^-6 C and q2 = -4 × 10^-6 C are placed at two points A and B, separated by 6 cm. A charge q3 = +4 × 10^-6 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD230,LD,electrostatics_force,35.355,N,constant_answer_code,,"Two charges q1 = +5 × 10^-6 C and q2 = -5 × 10^-6 C are placed at points A and B, respectively, separated by 6 cm. A test charge q = 10^-6 C is placed at point M, which lies on the perpendicular bisector of AB, 3 cm away from AB. Calculate the net electric force acting on q."
LD231,LD,electrostatics_force,1.7108,N,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = 1.1 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 10.5 cm. Determine the resultant electric force vector acting on q3."
LD232,LD,electrostatics_force,6.928*10^-3,N,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = -8 × 10^-8 C, are placed at the three vertices of an equilateral triangle with a side length of 12 cm. Determine the net electric force exerted on q3."
LD236,LD,electrostatics_force,2.7713,N,constant_answer_code,,Three electric charges q1 = q2 = q3 = +2 × 10^-6 C are placed at the three vertices of an equilateral triangle with side length 15 cm. Calculate the net electric force acting on q3.
LD237,LD,electrostatics_force,1.8,N,constant_answer_code,,"Two charges, q1 = +3 × 10^-7 C and q2 = -3 × 10^-7 C, are placed at two points A and B, separated by 6 cm. A third charge, q3 = -3 × 10^-7 C, is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD238,LD,electrostatics_force,11.0851,N,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = +4 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 15 cm. Calculate the total (or net/resultant) electric force acting on q3."
LD240,LD,electrostatics_force,0.624*10^-3,N,constant_answer_code,,Three charges q1 = q2 = q3 = -2 × 10^-8 C are placed at the three vertices of an equilateral triangle with side length 10 cm. Calculate the net electric force acting on q3.
LD243,LD,electrostatics_force,0.5091*10^-3,N,constant_answer_code,,Three identical charges q = -3 × 10^-8 C are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right angle vertex.
LD244,LD,electrostatics_force,56.57*10^-6,N,constant_answer_code,,"Three identical charges, q = -1 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angle vertex."
LD247,LD,electrostatics_force,1.814,N,constant_answer_code,,"Two charges, q1 = +8 × 10^-7 C and q2 = -8 × 10^-7 C, are placed at points A and B, 12 cm apart. A test charge q = 10^-6 C is placed at point M, which is on the perpendicular bisector of AB and 5 cm away from AB. Calculate the resultant electric force acting on q."
LD249,LD,electrostatics_force,0.163,N,constant_answer_code,,"Two charges q1 = +6 × 10^-6 C and q2 = -6 × 10^-6 C, and a test charge q = 10^-8 C are placed at points A and B, 6 cm apart. The test charge q is placed at point M, which lies on the perpendicular bisector of AB, 5 cm from AB. Calculate the resultant electric force acting on q."
LD250,LD,electrostatics_force,1.8,N,constant_answer_code,,"Two electric charges, q1 = +5 × 10^-7 C and q2 = -5 × 10^-7 C, are placed at two points A and B, 10 cm apart. A third charge q3 = -5 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD252,LD,electrostatics_force,2.036*10^-3,N,constant_answer_code,,Three identical charges q = +6 × 10^-8 C are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angle vertex.
LD255,LD,electrostatics_force,12.71*10^-3,N,constant_answer_code,,"Two electric charges, q1 = +5 × 10^-7 C and q2 = -5 × 10^-7 C, and a third charge q = 10^-8 C. Charges q1 and q2 are placed at points A and B, 10 cm apart. The test charge q is placed at point M, which lies on the perpendicular bisector of the line segment AB, 5 cm away from AB. Calculate the net electric force acting on q."
LD256,LD,electrostatics_force,0.458,N,constant_answer_code,,Three identical charges q = +6 × 10^-7 C are placed at the three vertices of an isosceles right triangle with sides of 10 cm. Calculate the net force acting on the charge at the right angle vertex.
LD257,LD,electrostatics_force,71.92*10^-3,N,constant_answer_code,,"Two electric charges, q1 = +8 × 10^-8 C and q2 = -8 × 10^-8 C, are placed at points A and B, separated by 8 cm. A charge q3 = +8 × 10^-8 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD258,LD,electrostatics_force,0.115,N,constant_answer_code,,"Three identical charges, q = +6 × 10^-7 C, are placed at the three vertices of a right isosceles triangle with legs of 20 cm. Calculate the net force acting on the charge at the right angle."
LD260,LD,electrostatics_force,0.226*10^-3,N,constant_answer_code,,"Three identical charges, q = +2 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge located at the right-angle vertex."
LD261,LD,electrostatics_force,11.0851,N,constant_answer_code,,"Three charges, q1 = q2 = q3 = -4 × 10⁻⁶ C, are placed at the three vertices of an equilateral triangle with sides of 15 cm. Calculate the net electric force acting on q3."
LD263,LD,electrostatics_force,0.4315*10^-3,N,constant_answer_code,,"Two electric charges, q1 = +1 × 10^-8 C and q2 = -1 × 10^-8 C, are placed at points A and B, 6 cm apart. A test charge q = 1 × 10^-8 C is placed at point M, which is on the perpendicular bisector of AB, 4 cm away from the midpoint of AB. Calculate the net electric force acting on q."
LD265,LD,electrostatics_force,27.68,N,constant_answer_code,,"Three identical charges, q = -7 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angle vertex."
LD266,LD,electrostatics_force,32.16*10^-3,N,constant_answer_code,,"Two point charges, q1 = +9 × 10^-7 C and q2 = -9 × 10^-7 C, are placed at points A and B, 12 cm apart. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB, 3 cm away from AB. Calculate the net electric force acting on q."
LD268,LD,electrostatics_force,0.5*10^-3,N,constant_answer_code,,"Three identical charges, q = +3 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angled vertex."
LD269,LD,electrostatics_force,3.62*10^-3,N,constant_answer_code,,Three identical charges q = -8 × 10^-8 C are placed at the three vertices of an isosceles right triangle with 15 cm legs. Calculate the net force acting on the charge at the right angle vertex.
LD270,LD,electrostatics_force,180.0,N,constant_answer_code,,"Two point charges, q1 = +4 × 10^-6 C and q2 = -4 × 10^-6 C, are located at points A and B, separated by 8 cm. A third charge, q3 = -4 × 10^-6 C, is placed at the midpoint of AB. Calculate the net electric force acting on q3."
LD272,LD,electrostatics_force,2.273,N,constant_answer_code,,"Two charges q1 = +1 × 10^-6 C and q2 = -1 × 10^-6 C are placed at points A and B, 12 cm apart. A test charge q = 1 × 10^-6 C is placed at point M, which is located on the perpendicular bisector of AB, 5 cm from AB. Calculate the net electric force acting on q."
LD273,LD,electrostatics_force,980.0,N,constant_answer_code,,"Two point charges q1 = +7 × 10^-6 C and q2 = -7 × 10^-6 C are placed at points A and B, separated by 6 cm. A third point charge q3 = +7 × 10^-6 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD274,LD,electrostatics_force,36.32,N,constant_answer_code,,"Two point charges, q1 = +8 × 10^-6 C and q2 = -8 × 10^-6 C, are placed at points A and B, separated by 10 cm. A test charge q with a magnitude of 10^-6 C is placed at point M, which lies on the perpendicular bisector of AB, at a distance of 3 cm from AB. Calculate the net electric force acting on the test charge q."
LD275,LD,electrostatics_force,1.0125,N,constant_answer_code,,"Two electric charges, q1 = +3 × 10^-7 C and q2 = -3 × 10^-7 C, are placed at two points A and B, separated by 8 cm. A charge q3 = -3 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD277,LD,electrostatics_force,31.820,N,constant_answer_code,,Three identical charges q = +5 × 10^-6 C are placed at the three vertices of an isosceles right triangle with side length 10 cm. Calculate the net force acting on the charge at the right-angle vertex.
LD280,LD,electrostatics_force,0.45,N,constant_answer_code,,"Two charges, q1 = +2 × 10^-7 C and q2 = -2 × 10^-7 C, are placed at two points A and B, 8 cm apart. A charge q3 = +2 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD283,LD,electrostatics_force,10.83*10^-3,N,constant_answer_code,,"Three charges, q1 = q2 = q3 = -1 × 10^-7 C, are placed at the three vertices of an equilateral triangle with a side length of 12 cm. Calculate the net electric force acting on q3."
LD284,LD,electrostatics_force,0.018,N,constant_answer_code,,"Two charges q1 = +4 × 10^-8 C and q2 = -4 × 10^-8 C are placed at points A and B, 8 cm apart. A charge q3 = -4 × 10^-8 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD287,LD,electrostatics_force,1.028,N,constant_answer_code,,"Two electric charges, q1 = +3 × 10^-7 C and q2 = -3 × 10^-7 C, are placed at points A and B, 10 cm apart. A test charge q = 10^-6 C is placed at point M, which is on the perpendicular bisector of AB, 4 cm away from the line segment AB. Calculate the net electric force acting on q."
LD288,LD,electrostatics_force,3.528,N,constant_answer_code,,"Two electric charges q1 = +7 × 10^-7 C and q2 = -7 × 10^-7 C are placed at two points A and B, separated by 10 cm. A charge q3 = -7 × 10^-7 C is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD289,LD,electrostatics_force,0.018,N,constant_answer_code,,"Two electric charges, q1 = +5 × 10^-8 C and q2 = -5 × 10^-8 C, are placed at two points A and B, separated by 10 cm. A third charge, q3 = -5 × 10^-8 C, is placed at the midpoint of AB. Calculate the electric force acting on q3."
LD290,LD,electrostatics_force,2.8638,N,constant_answer_code,,"Three identical charges, q = -3 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with a side length of 20 cm. Calculate the net force acting on the charge located at the right angle. Give your answer rounded to four decimal places."
LD291,LD,electrostatics_force,4.58*10^-3,N,constant_answer_code,,"Three identical charges, q = +6 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 10 cm. Calculate the net force acting on the charge at the right-angle vertex. Give your answer rounded to two decimal places."
LD293,LD,electrostatics_force,0.509*10^-3,N,constant_answer_code,,"Three identical charges, q = +3 × 10^-8 C, are placed at the three vertices of an isosceles right triangle with legs of 15 cm. Calculate the net force acting on the charge at the right-angle vertex. Give your answer rounded to three decimal places."
LD294,LD,electrostatics_force,0.230 × 10⁻³,N,constant_answer_code,,"Two point charges, q1 = +8 × 10^-6 C and q2 = -8 × 10^-6 C, are placed at points A and B, separated by 12 cm. A test charge q = 10^-8 C is placed at point M, which lies on the perpendicular bisector of AB, 4 cm away from AB. Calculate the net electric force acting on q. Give your answer rounded to three decimal places."
LD295,LD,electrostatics_force,43.30 × 10⁻³,N,constant_answer_code,,Three electric charges q1 = q2 = q3 = +2 × 10^-7 C are placed at the three vertices of an equilateral triangle with side length 12 cm. Calculate the net electric force acting on q3. Give your answer rounded to two decimal places.
LD297,LD,electrostatics_field,1.84*10^7,V/m,constant_answer_code,,"Two electric charges, q1 = +2.6 × 10^-6 C and q2 = -2.6 × 10^-6 C, are placed at points A and B, 5.2 cm apart. Point M lies on the perpendicular bisector of AB, at a distance of 3.1 cm from the line segment AB. Calculate the resultant electric field intensity at M. Give your answer rounded up two decimal places."
LD298,LD,electrostatics_field,8.14 × 10^6,V/m,constant_answer_code,,"Two electric charges, q1 = +1.2 × 10^-6 C and q2 = -1.2 × 10^-6 C, are placed at two points A and B, separated by 10.3 cm. Consider point M as the midpoint of AB. Calculate the net electric field strength at M. Give your answer two decimal places."
LD300,LD,electrostatics_field,6.26 × 10^7,V/m,constant_answer_code,,"Two point charges, q1 = +5.7 × 10^-6 C and q2 = -5.7 × 10^-6 C, are placed at points A and B, 8.1 cm apart. Let M be the midpoint of AB. Calculate the net electric field at M. Give your answer two decimal places."
LD301,LD,electrostatics_field,1.25 × 10^7,V/m,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = 3.5 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 6.6 cm. Calculate the net electric field strength at the position of q3. Give your answer two decimal places."
LD307,LD,electrostatics_field,1.493*10^7,V/m,constant_answer_code,,"Two electric charges, q1 = +3.5 × 10^-6 C and q2 = -3.5 × 10^-6 C, are placed at points A and B, separated by 10.3 cm. Point M is located on the perpendicular bisector of AB, at a distance of 3.1 cm from the line segment AB. Calculate the resultant electric field at point M. Give your answer three decimal places."
LD309,LD,electrostatics_field,3.12 × 10^6,V/m,constant_answer_code,,"Three identical charges, q = 2.6 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs of 10.3 cm. Calculate the net electric field at the right-angle vertex. Give your answer rounded two decimal places."
LD311,LD,electrostatics_field,1.76 × 10^6,V/m,constant_answer_code,,Three charges q1 = q2 = q3 = 1.2 × 10^-6 C are placed at the three vertices of an equilateral triangle with a side length of 10.3 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded two decimal places.
LD315,LD,electrostatics_field,7.6 × 10^6,V/m,constant_answer_code,,"Three identical charges, q = 2.6 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs measuring 6.6 cm. Calculate the net electric field strength at the right-angle vertex.Give your answer rounded one decimal places."
LD316,LD,electrostatics_field,1.684*10^7,V/m,constant_answer_code,,"Two charges q1 = +4.8 × 10^-6 C and q2 = -4.8 × 10^-6 C are placed at points A and B, separated by 9.7 cm. Point M is on the perpendicular bisector of AB, 4.0 cm away from AB. Calculate the resultant electric field strength at M.Give your answer rounded three decimal places."
LD318,LD,electrostatics_field,5.8 × 10^6,V/m,constant_answer_code,,"Three electric charges, q1 = q2 = q3 = 3.5 × 10^-6 C, are placed at the three vertices of an equilateral triangle with a side length of 9.7 cm. Calculate the resultant electric field strength at the position of q3. Give your answer rounded one decimal places."
LD319,LD,electrostatics_field,3.82 × 10^6,V/m,constant_answer_code,,Three charges q1 = q2 = q3 = 2.6 × 10^-6 C are placed at the three vertices of an equilateral triangle with a side length of 10.3 cm. Calculate the net electric field strength at the position of q3. Give your answer rounded two decimal places.
LD320,LD,electrostatics_field,7.71 × 10^6,V/m,constant_answer_code,,Three identical charges q = 5.7 × 10^-6 C are placed at the three vertices of an isosceles right triangle with side length 9.7 cm. Calculate the net electric field strength at the right-angle vertex. Give your answer rounded two decimal places.
LD323,LD,electrostatics_field,1.28 × 10^8,V/m,constant_answer_code,,"Two electric charges, q1 = +4.8 × 10^-6 C and q2 = -4.8 × 10^-6 C, are placed at points A and B, separated by 5.2 cm. Point M is the midpoint of AB. Calculate the resultant electric field strength at M.Give your answer rounded two decimal places."
LD325,LD,electrostatics_field,7.378*10^6,V/m,constant_answer_code,,"Two charges, q1 = +2.6 × 10^-6 C and q2 = -2.6 × 10^-6 C, are placed at points A and B, separated by 8.1 cm. Point M lies on the perpendicular bisector of AB and is 4.9 cm from the line segment AB. Calculate the resultant electric field strength at M. Give your answer rounded three decimal places."
LD326,LD,electrostatics_field,1.28 × 10^8,V/m,constant_answer_code,,"Two electric charges, q1 = +4.8 × 10^-6 C and q2 = -4.8 × 10^-6 C, are placed at two points A and B, separated by 5.2 cm. Consider point M as the midpoint of AB. Calculate the net electric field strength at M. Give your answer rounded two decimal places."
LD327,LD,electrostatics_field,4.36 × 10^7,V/m,constant_answer_code,,"Two electric charges, q1 = +5.7 × 10^-6 C and q2 = -5.7 × 10^-6 C, are placed at two points A and B, separated by 9.7 cm. Point M is the midpoint of AB. Calculate the resultant electric field strength at M. Give your answer rounded two decimal places."
LD328,LD,electrostatics_field,3.29*10^6,V/m,constant_answer_code,,"Two charges, q1 = +1.2 × 10^-6 C and q2 = -1.2 × 10^-6 C, are placed at points A and B, separated by 5.2 cm. Point M is on the perpendicular bisector of AB, at a distance of 4.9 cm from AB. Calculate the net electric field at M. Give your answer rounded two decimal places."
LD330,LD,electrostatics_field,3.12 × 10^6,V/m,constant_answer_code,,Three identical charges q = 2.6 × 10^-6 C are placed at the three vertices of an isosceles right triangle with side length 10.3 cm. Calculate the net electric field strength at the right-angle vertex. Give your answer rounded two decimal places.
LD331,LD,electrostatics_field,9.932*10^6,V/m,constant_answer_code,,"Two electric charges, q1 = +3.5 × 10^-6 C and q2 = -3.5 × 10^-6 C, are placed at points A and B, separated by 8.1 cm. Point M lies on the perpendicular bisector of AB, at a distance of 4.9 cm from AB. Calculate the net electric field at M. Give your answer rounded three decimal places."
LD332,LD,electrostatics_field,4.012*10^6,V/m,constant_answer_code,,"Two electric charges, q1 = +1.2 × 10^-6 C and q2 = -1.2 × 10^-6 C, are placed at points A and B, separated by 10.3 cm. Point M lies on the perpendicular bisector of AB, at a distance of 4.0 cm from the midpoint of AB. Calculate the net electric field strength at M. Give your answer rounded three decimal places."
LD334,LD,electrostatics_field,9.932*10^6,V/m,constant_answer_code,,"Two electric charges, q1 = +3.5 × 10^-6 C and q2 = -3.5 × 10^-6 C, are placed at two points A and B, separated by 8.1 cm. Point M lies on the perpendicular bisector of AB, 4.9 cm away from AB. Calculate the resultant electric field strength at M. Give your answer rounded three decimal places."
LD335,LD,electrostatics_field,5.65 × 10^6,V/m,constant_answer_code,,"Three identical charges, q = 1.2 × 10^-6 C, are placed at the three vertices of an isosceles right triangle with legs of 5.2 cm. Calculate the net electric field strength at the right-angle vertex. Give your answer rounded two decimal places."
LD336,LD,electrostatics_field,1.31*10^7,V/m,constant_answer_code,,Two charges q1 = -3.6 × 10^-6 C and q2 = -2.1 × 10^-6 C are 6.0 cm apart. Point M is equidistant from A and B along a line perpendicular to AB and is 5.0 cm from the midpoint of AB. Calculate the total electric field strength at M. Give your answer rounded two decimal places.
LD337,LD,electrostatics_field,1.72*10^7,V/m,constant_answer_code,,"Two point charges, q1 = -5.3 × 10^-6 C and q2 = -1.2 × 10^-6 C, are separated by a distance of 7.5 cm. Point M lies on the perpendicular bisector of the line segment connecting q1 and q2 (let's call this segment AB), and is located 3.8 cm away from AB. Calculate the resultant electric field strength at point M. Give your answer rounded two decimal places."
LD338,LD,electrostatics_field,1.00 × 10⁷,V/m,constant_answer_code,,"Two electric charges q1 = 4.2 × 10^-6 C and q2 = 2.1 × 10^-6 C are separated by a distance of 9.2 cm. Point M is located on the perpendicular bisector of the line segment connecting q1 and q2, and is 4.6 cm away from this line segment. Calculate the resultant electric field at point M. Give your answer rounded two decimal places."
