id,source_numeric_id,source_id,topic,formula_id,answer,unit,style_index,generation_reason,question,explanation
TEG_NPF_cap_series_005_00763,NPF_cap_series_005,NPF_cap_series_005,capacitor,capacitance_series,4,uF,3,missing_reference_cot,Two capacitors of 5 uF and 20 uF are connected in series. Find the equivalent capacitance.,"First identify the requested quantity as capacitance (C_eq). The usable values are capacitance = 5 uF; capacitance = 20 uF. For this capacitor relation, the governing expression is 1/C_eq = sum(1/C_i). Substituting the extracted values gives 1/C_eq = sum(1/C_i); therefore the final value is 4 uF."
TEG_DT162_00764,NP_AUG_00700_NP_semantic_DT162,DT162,electrostatics_force,force_from_charge_field,9e-05,N,7,duplicate_verified_golden_expanded_replaced_by_locked_trace,Calculate the force on charge 4.0 nC when E = 22500.0 V/m.,"The calculation follows directly from the locked formula F = |q|E. After reading charge = 4.0 nC; electric field = 22500.0 V/m from the question, the calculator performs F = |q|E. This matches the requested force (F), so the final answer is 9e-05 N."
TEG_DDT349_00765,NP_semantic_DDT349,DDT349,circuit_resistance,resistance_from_voltage_current,50,ohm,7,reference_explanation_quality_rejected,Given a series circuit where the voltage U = 100 V and the current I = 2 A. Calculate the total impedance Z.,"The calculation follows directly from the locked formula R = U/I. After reading voltage = 100 V; current = 2 A from the question, the calculator performs R = U/I. This matches the requested resistance (R), so the final answer is 50 ohm."
TEG_NL012_00766,NP_semantic_NL012,NL012,capacitor,capacitor_capacitance_from_energy_voltage,0.4,uF,1,reference_explanation_quality_rejected,"A capacitor is charged to U = 80 V, and the stored electrical energy is 1.28 mJ. Calculate the capacitance (uF) of the capacitor.","The wording describes this situation: A capacitor is charged to U = 80 V, and the stored electrical energy is 1.28 mJ. Calculate the capacitance (uF) of the capacitor. The relevant quantities are voltage = 80 V; energy = 1.28 mJ, and the relation is C = 2W/U^2. Evaluating that relation for the extracted values gives 0.4 uF."
TEG_DDT424_00767,NP_AUG_00185_NP_semantic_DDT424,DDT424,induction,solenoid_field_from_turn_density_current,0.00774088,T,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find B inside a solenoid with n = 2200.0 turns/m carrying 2.8 A.,"Reading the question literally, the known values are turn density = 2200.0 turns/m; current = 2.8 A. Those values are sufficient for magnetic field (B) because the governing relation is B = mu0 x n x I. Carrying out the calculator step B = mu0 x n x I gives 0.00774088 T."
TEG_DDT488_00768,NP_semantic_DDT488,DDT488,LC_oscillation,lc_max_current_from_voltage_capacitance_inductance,0.118585,A,5,reference_explanation_quality_rejected,"An LC oscillator has L = 0.4 H, C = 25 uF, and maximum capacitor voltage U0 = 15 V. Calculate the maximum current.","Reading the question literally, the known values are inductance = 0.4 H; capacitance = 25 uF; voltage = 15 V. Those values are sufficient for current (I0) because the governing relation is I0 = U0 x sqrt(C/L). Carrying out the calculator step I0 = U0 x sqrt(C/L) gives 0.118585 A."
TEG_TD021_00769,NP_AUG_00161_NP_semantic_TD021,TD021,capacitor,capacitor_charge_from_C_U,5.23193,nC,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,Calculate Q for a capacitor with C = 42.64 pF and U = 122.7 V.,"The wording describes this situation: Calculate Q for a capacitor with C = 42.64 pF and U = 122.7 V. The relevant quantities are capacitance = 42.64 pF; voltage = 122.7 V, and the relation is Q = C x U. Evaluating that relation for the extracted values gives 5.23193 nC."
TEG_CH164_00770,NP_semantic_CH164,CH164,circuit_resistance,current_from_voltage_resistance,1.5,A,1,reference_explanation_quality_rejected,"Apply an RMS voltage U = 225 V to a series RLC circuit with R = 150 ohm, which is currently at resonance. Calculate the maximum effective current Imax.","The wording describes this situation: Apply an RMS voltage U = 225 V to a series RLC circuit with R = 150 ohm, which is currently at resonance. Calculate the maximum effective current I... The relevant quantities are voltage = 225 V; resistance = 150 ohm, and the relation is I = U/R. Evaluating that relation for the extracted values gives 1.5 A."
TEG_LD406_00771,NP_AUG_00436_NP_semantic_LD406,LD406,electrostatics_force,coulomb_force_two_charges,6.3,N,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the Coulomb force between charges 0.8 uC and 5.6 uC at distance 8 cm.,"Reading the question literally, the known values are charge = 0.8 uC; charge = 5.6 uC; distance = 8 cm. Those values are sufficient for force (F) because the governing relation is F = k x |q1 x q2|/r^2. Carrying out the calculator step F = k x |q1 x q2|/r^2 gives 6.3 N."
TEG_LD406_00772,NP_AUG_00440_NP_semantic_LD406,LD406,electrostatics_force,coulomb_force_two_charges,6.3,N,7,duplicate_verified_golden_expanded_replaced_by_locked_trace,What force acts between two charges 0.8 uC and 5.6 uC placed 8 cm apart?,"The calculation follows directly from the locked formula F = k x |q1 x q2|/r^2. After reading charge = 0.8 uC; charge = 5.6 uC; distance = 8 cm from the question, the calculator performs F = k x |q1 x q2|/r^2. This matches the requested force (F), so the final answer is 6.3 N."
TEG_THCB203_00774,NP_semantic_THCB203,THCB203,circuit_power,power_from_current_resistance,48,W,0,reference_explanation_quality_rejected,A current I = 2.0 A flows through a resistor R = 12 ohm. Calculate the Joule power.,"The question asks for power (P), so the locked solver treats it as a electric power relation. The extracted data are current = 2.0 A; resistance = 12 ohm. Using P = I^2 x R, the calculator evaluates P = I^2 x R. After applying the requested output unit, the result is 48 W."
TEG_THCB164_00776,NP_AUG_00330_NP_semantic_THCB164,THCB164,circuit_resistance,total_current_parallel_resistors_from_voltage,0.64,A,5,duplicate_verified_golden_expanded_replaced_by_locked_trace,Two resistors 24 ohm and 40 ohm are in parallel across 9.6 V. What current is supplied by the source?,"Reading the question literally, the known values are resistance = 24 ohm; resistance = 40 ohm; voltage = 9.6 V. Those values are sufficient for current (I) because the governing relation is I_total = U x sum(1/R_i). Carrying out the calculator step I_total = U x sum(1/R_i) gives 0.64 A."
TEG_THCB134_00777,NP_AUG_00292_NP_semantic_THCB134,THCB134,measurement_error,relative_error_from_absolute,1.66667,%,7,duplicate_generated_locked_trace_replaced_by_locked_trace,A measured value is 2.4 A with absolute uncertainty 0.04 A. Calculate the relative error percentage.,"The calculation follows directly from the locked formula relative error = Delta x/x x 100%. After reading given 1 = 2.4 A from the question, the calculator performs relative error = Delta x/x x 100%. This matches the requested relative error (relative_error), so the final answer is 1.66667 %."
TEG_DDT363_00781,NP_semantic_DDT363,DDT363,induction,inductance_from_energy_current,1,H,2,reference_explanation_quality_rejected,"In an LC circuit, if the total energy is 0.02 J and the maximum current is 0.2 A, what is the inductance L?","The problem context is preserved from the original question: In an LC circuit, if the total energy is 0.02 J and the maximum current is 0.2 A, what is the inductance L? The target is inductance (I0). With energy = 0.02 J; current = 0.2 A, the verified relation L = 2W/I^2 is used. The calculator's substitution step is L = 2W/I^2, leading to 1 H."
TEG_CH080_00782,NP_AUG_00778_NP_semantic_CH080,CH080,ac_resonance,rlc_resonance_capacitance_from_L_f,12.5088,uF,4,reference_explanation_quality_rejected,What capacitor is needed with 0.25 H to obtain resonance at 90.0 Hz?,"The quantities in the question are matched to the AC resonance relation: inductance = 0.25 H; frequency = 90.0 Hz. The requested result is capacitance (C), so the calculation uses C = 1/((2 x pi x f)^2 x L). The evaluated result is 12.5088 uF."
TEG_TD180_00784,NP_semantic_TD180,TD180,capacitor,parallel_plate_capacitance_from_area_distance,22.3174,pF,7,reference_explanation_quality_rejected,An air-filled parallel-plate capacitor has a plate area of 18.4 cm^2 and the distance between the two plates is 0.73 mm. Calculate the capacitance of the capacitor. Give your answer rounded to two decimal places.,"The calculation follows directly from the locked formula C = eps0 x A/d. After reading area = 18.4 cm2; distance = 0.73 mm from the question, the calculator performs C = eps0 x A/d. This matches the requested capacitance (C), so the final answer is 22.3174 pF."
TEG_CH087_00785,NP_semantic_CH087,CH087,ac_resonance,rlc_resonance_capacitance_from_L_f,1.31929,uF,1,reference_explanation_quality_rejected,"Given L = 0.03 H, what capacitance C must be chosen to achieve resonance at 800 Hz?","The wording describes this situation: Given L = 0.03 H, what capacitance C must be chosen to achieve resonance at 800 Hz? The relevant quantities are inductance = 0.03 H; frequency = 800 Hz, and the relation is C = 1/((2 x pi x f)^2 x L). Evaluating that relation for the extracted values gives 1.31929 uF."
TEG_DDT336_00788,NP_semantic_DDT336,DDT336,circuit_resistance,resistance_from_voltage_current,25,ohm,7,duplicate_verified_golden_expanded_replaced_by_locked_trace,"For a series RLC circuit, with an applied voltage U = 100 V and a current I = 4 A, calculate the total impedance Z.","The calculation follows directly from the locked formula R = U/I. After reading voltage = 100 V; current = 4 A from the question, the calculator performs R = U/I. This matches the requested resistance (R), so the final answer is 25 ohm."
TEG_CH361_00789,NP_AUG_00120_NP_official_text_csv_CH361,CH361,circuit_resistance,current_from_voltage_resistance,6,A,1,duplicate_official_text_replaced_by_locked_trace,"Using Ohm's law, what current flows when 144 V is placed across 24 ohm?","The wording describes this situation: Using Ohm's law, what current flows when 144 V is placed across 24 ohm? The relevant quantities are voltage = 144 V; resistance = 24 ohm, and the relation is I = U/R. Evaluating that relation for the extracted values gives 6 A."
TEG_NL027_00790,NP_semantic_NL027,NL027,capacitor,capacitor_voltage_from_energy_capacitance,22.3607,V,1,reference_explanation_quality_rejected,A capacitor with C = 10 uF has a stored energy of 2.5 mJ. Calculate the voltage (unit: V) across its plates (round the result to two decimal places).,"The wording describes this situation: A capacitor with C = 10 uF has a stored energy of 2.5 mJ. Calculate the voltage (unit: V) across its plates (round the result to two decimal places). The relevant quantities are capacitance = 10 uF; energy = 2.5 mJ, and the relation is U = sqrt(2W/C). Evaluating that relation for the extracted values gives 22.3607 V."
TEG_CH059_00792,NP_semantic_CH059,CH059,circuit_power,power_from_voltage_resistance,280,W,4,reference_explanation_quality_rejected,What is the power consumed/dissipated if the RMS voltage is U = 140 V and the resistance is R = 70 ohm at resonance?,"The quantities in the question are matched to the electric power relation: voltage = 140 V; resistance = 70 ohm. The requested result is power (P), so the calculation uses P = U^2/R. The evaluated result is 280 W."
TEG_NPF_E_Fq_002_00793,NPF_E_Fq_002,NPF_E_Fq_002,electrostatics_field,electric_field_from_force_charge,500000,V/m,6,missing_reference_cot,A charge of 5 uC experiences an electric force of 2.5 N. Determine the electric field strength.,"Because the question is asking for electric field (E), the solver does not use unrelated quantities. It keeps force = 2.5 N; charge = 5 uC and applies E = F/|q|. The verified computation is E = F/|q|, so the reported result is 500000 V/m."
TEG_DT112_00794,NP_AUG_00035_NP_semantic_DT112,DT112,electrostatics_field,electric_field_point_charge_or_superposition,9183.67,V/m,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the electric field at a point 7.0 cm away from a charge 5.0 nC.,"The problem context is preserved from the original question: Find the electric field at a point 7.0 cm away from a charge 5.0 nC. The target is electric field (E). With charge = 5.0 nC; distance = 7.0 cm, the verified relation E = k x |q|/r^2 is used. The calculator's substitution step is E = k x |q|/r^2, leading to 9183.67 V/m."
TEG_NPF_force_equilateral_000_00795,NPF_force_equilateral_000,NPF_force_equilateral_000,electrostatics_force,coulomb_force_equilateral_equal_charges,0.000212176,N,2,missing_reference_cot,Three equal positive charges of 7 nC are placed at the vertices of an equilateral triangle of side 6 cm. Find the resultant force on one charge.,"The problem context is preserved from the original question: Three equal positive charges of 7 nC are placed at the vertices of an equilateral triangle of side 6 cm. Find the resultant force on one charge. The target is force (F). With charge = 7 nC; distance = 6 cm, the verified relation F_net = sqrt(3) x k x q^2/r^2 is used. The calculator's substitution step is F_net = sqrt(3) x k x q^2/r^2, leading to 0.000212176 N."
TEG_CH035_00796,NP_AUG_00071_NP_official_text_csv_CH035,CH035,LC_oscillation,lc_frequency_from_L_C,159.155,Hz,6,duplicate_official_text_replaced_by_locked_trace,"For an LC oscillator with L = 0.1 H and C = 10 uF, calculate the frequency.","Because the question is asking for frequency (frequency), the solver does not use unrelated quantities. It keeps inductance = 0.1 H; capacitance = 10 uF and applies f = 1/(2 x pi x sqrt(LC)). The verified computation is f = 1/(2 x pi x sqrt(LC)), so the reported result is 159.155 Hz."
TEG_NPF_cap_W_QC_004_00797,NPF_cap_W_QC_004,NPF_cap_W_QC_004,capacitor,capacitor_energy_from_Q_C,0.1375,mJ,6,missing_reference_cot,A capacitor stores charge 55 uC with capacitance 11 uF. Find its stored energy.,"Because the question is asking for energy (W), the solver does not use unrelated quantities. It keeps charge = 55 uC; capacitance = 11 uF and applies W = Q^2/(2C). The verified computation is W = Q^2/(2C), so the reported result is 0.1375 mJ."
TEG_NPF_cap_series_000_00798,NPF_cap_series_000,NPF_cap_series_000,capacitor,capacitance_series,2.4,uF,0,missing_reference_cot,Two capacitors of 4 uF and 6 uF are connected in series. Find the equivalent capacitance.,"The question asks for capacitance (C_eq), so the locked solver treats it as a capacitor relation. The extracted data are capacitance = 4 uF; capacitance = 6 uF. Using 1/C_eq = sum(1/C_i), the calculator evaluates 1/C_eq = sum(1/C_i). After applying the requested output unit, the result is 2.4 uF."
TEG_THCB111_00800,NP_AUG_00573_NP_semantic_THCB111,THCB111,measurement_error,relative_error_from_absolute,0.666667,%,3,reference_explanation_quality_rejected,A measured value is 30.0 cm with absolute uncertainty 0.2 cm. Calculate the relative error percentage.,"First identify the requested quantity as relative error (relative_error). The usable values are given 1 = 30.0 cm. For this measurement-uncertainty relation, the governing expression is relative error = Delta x/x x 100%. Substituting the extracted values gives relative error = Delta x/x x 100%; therefore the final value is 0.666667 %."
TEG_NPF_E_Fq_003_00801,NPF_E_Fq_003,NPF_E_Fq_003,electrostatics_field,electric_field_from_force_charge,400000,V/m,5,missing_reference_cot,A charge of 3 uC experiences an electric force of 1.2 N. Determine the electric field strength.,"Reading the question literally, the known values are force = 1.2 N; charge = 3 uC. Those values are sufficient for electric field (E) because the governing relation is E = F/|q|. Carrying out the calculator step E = F/|q| gives 400000 V/m."
TEG_THCB223_00802,NP_AUG_00295_NP_semantic_THCB223,THCB223,circuit_resistance,resistance_series,30,ohm,7,reference_explanation_quality_rejected,A circuit uses 12.0 ohm together with 18.0 ohm in series. What is R equivalent?,"The calculation follows directly from the locked formula R_eq = sum(R_i). After reading resistance = 12.0 ohm; resistance = 18.0 ohm from the question, the calculator performs R_eq = sum(R_i). This matches the requested resistance (R), so the final answer is 30 ohm."
TEG_CH052_00805,NP_semantic_CH052,CH052,circuit_power,power_from_voltage_resistance,180,W,3,reference_explanation_quality_rejected,What is the power consumed by a resonant circuit with U=90 V and R=45 ohm?,"First identify the requested quantity as power (P). The usable values are voltage = 90 V; resistance = 45 ohm. For this electric power relation, the governing expression is P = U^2/R. Substituting the extracted values gives P = U^2/R; therefore the final value is 180 W."
TEG_LD402_00808,NP_AUG_00661_NP_semantic_LD402,LD402,electrostatics_force,coulomb_force_two_charges,15,N,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the Coulomb force between charges 1.6 uC and 2.4 uC at distance 4.8 cm.,"The wording describes this situation: Find the Coulomb force between charges 1.6 uC and 2.4 uC at distance 4.8 cm. The relevant quantities are charge = 1.6 uC; charge = 2.4 uC; distance = 4.8 cm, and the relation is F = k x |q1 x q2|/r^2. Evaluating that relation for the extracted values gives 15 N."
TEG_TD060_00809,NP_AUG_00129_NP_semantic_TD060,TD060,capacitor,capacitor_charge_from_C_U,0.727012,nC,1,reference_explanation_quality_rejected,What charge is stored by a 12.71 pF capacitor connected to 57.2 V?,"The wording describes this situation: What charge is stored by a 12.71 pF capacitor connected to 57.2 V? The relevant quantities are capacitance = 12.71 pF; voltage = 57.2 V, and the relation is Q = C x U. Evaluating that relation for the extracted values gives 0.727012 nC."
TEG_NPF_flux_BS_004_00811,NPF_flux_BS_004,NPF_flux_BS_004,induction,magnetic_flux_from_B_area_angle,1e-06,Wb,4,missing_reference_cot,A flat coil surface of area 2 cm2 is aligned with a uniform magnetic field of 5 mT. Find the magnetic flux.,"The quantities in the question are matched to the magnetic induction relation: magnetic field = 5 mT; area = 2 cm2. The requested result is magnetic flux (Phi), so the calculation uses Phi = B x S x cos(theta). The evaluated result is 1e-06 Wb."
TEG_CH082_00812,NP_semantic_CH082,CH082,ac_resonance,rlc_resonance_capacitance_from_L_f,1.58314,uF,6,reference_explanation_quality_rejected,"1. **""If L = 0.1 H, what capacitance C should be chosen to achieve resonance at f = 400 Hz?""** 2. **""Given L = 0.1 H, what value of capacitor C is needed to resonate at f = 400 Hz?""** 3. **""What capacitance C is required for resonance at f = 400 Hz, given an inductance L = 0.1 H?""**","Because the question is asking for capacitance (C), the solver does not use unrelated quantities. It keeps inductance = 0.1 H; frequency = 400 Hz and applies C = 1/((2 x pi x f)^2 x L). The verified computation is C = 1/((2 x pi x f)^2 x L), so the reported result is 1.58314 uF."
TEG_CH081_00814,NP_AUG_00101_NP_semantic_CH081,CH081,ac_resonance,rlc_resonance_inductance_from_C_f,633.257,mH,1,reference_explanation_quality_rejected,"For resonance at 100.0 Hz with C = 4.0 uF, calculate L.","The wording describes this situation: For resonance at 100.0 Hz with C = 4.0 uF, calculate L. The relevant quantities are capacitance = 4.0 uF; frequency = 100.0 Hz, and the relation is L = 1/((2 x pi x f)^2 x C). Evaluating that relation for the extracted values gives 633.257 mH."
TEG_CH346_00815,NP_semantic_CH346,CH346,LC_oscillation,lc_frequency_from_L_C,83.882,Hz,3,reference_explanation_quality_rejected,An inductor of 0.12 H is connected in series with a capacitor of 30 uF. Calculate f0.,"First identify the requested quantity as frequency (f). The usable values are inductance = 0.12 H; capacitance = 30 uF. For this ideal LC oscillator relation, the governing expression is f = 1/(2 x pi x sqrt(LC)). Substituting the extracted values gives f = 1/(2 x pi x sqrt(LC)); therefore the final value is 83.882 Hz."
TEG_CH006_00816,NP_semantic_CH006,CH006,circuit_resistance,resistance_from_resonance_impedance,200,ohm,5,reference_explanation_quality_rejected,"A series RLC circuit is at resonance. If the measured impedance Z is 200 ohm, what is R?","Reading the question literally, the known values are resistance = 200 ohm. Those values are sufficient for resistance (R) because the governing relation is At resonance, R = Z. Carrying out the calculator step At resonance, R = Z gives 200 ohm."
TEG_THCB220_00817,NP_semantic_THCB220,THCB220,circuit_resistance,resistance_from_voltage_current,24,ohm,7,reference_explanation_quality_rejected,A resistor has voltage U = 36 V across it and current I = 1.5 A through it. Calculate its resistance.,"The calculation follows directly from the locked formula R = U/I. After reading voltage = 36 V; current = 1.5 A from the question, the calculator performs R = U/I. This matches the requested resistance (R), so the final answer is 24 ohm."
TEG_None_00819,NP_AUG_00075_NP_verified_csv_None,None,LC_oscillation,lc_angular_frequency_from_L_C,316.228,rad/s,2,missing_reference_cot,A lossless LC tank uses 0.4 H and 25 uF. What is its angular frequency?,"The problem context is preserved from the original question: A lossless LC tank uses 0.4 H and 25 uF. What is its angular frequency? The target is angular frequency (angular_frequency). With inductance = 0.4 H; capacitance = 25 uF, the verified relation omega = 1/sqrt(LC) is used. The calculator's substitution step is omega = 1/sqrt(LC), leading to 316.228 rad/s."
TEG_CH097_00820,NP_AUG_00788_NP_semantic_CH097,CH097,ac_resonance,rlc_resonance_capacitance_from_L_f,1.01321,uF,4,reference_explanation_quality_rejected,A series RLC circuit resonates at 1000.0 Hz with inductance 0.025 H. Find the required capacitance.,"The quantities in the question are matched to the AC resonance relation: frequency = 1000.0 Hz; inductance = 0.025 H. The requested result is capacitance (C), so the calculation uses C = 1/((2 x pi x f)^2 x L). The evaluated result is 1.01321 uF."
TEG_CH097_00821,NP_AUG_00790_NP_semantic_CH097,CH097,ac_resonance,rlc_resonance_capacitance_from_L_f,1.01321,uF,6,reference_explanation_quality_rejected,What capacitor is needed with 0.025 H to obtain resonance at 1000.0 Hz?,"Because the question is asking for capacitance (C), the solver does not use unrelated quantities. It keeps frequency = 1000.0 Hz; inductance = 0.025 H and applies C = 1/((2 x pi x f)^2 x L). The verified computation is C = 1/((2 x pi x f)^2 x L), so the reported result is 1.01321 uF."
TEG_DDT147_00822,NP_AUG_00055_NP_semantic_DDT147,DDT147,induction,inductor_energy_from_L_I,112.5,mJ,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,An inductor of 0.1 H carries 1.5 A. Calculate the magnetic energy stored.,"The problem context is preserved from the original question: An inductor of 0.1 H carries 1.5 A. Calculate the magnetic energy stored. The target is energy (W). With inductance = 0.1 H; current = 1.5 A, the verified relation W = 0.5 x L x I^2 is used. The calculator's substitution step is W = 0.5 x L x I^2, leading to 112.5 mJ."
TEG_DDT424_00823,NP_AUG_00183_NP_semantic_DDT424,DDT424,induction,solenoid_field_from_turn_density_current,0.00774088,T,4,duplicate_verified_golden_expanded_replaced_by_locked_trace,What magnetic field is produced by a solenoid of 2200.0 turns/m when the current is 2.8 A?,"The quantities in the question are matched to the magnetic induction relation: turn density = 2200.0 turns/m; current = 2.8 A. The requested result is magnetic field (B), so the calculation uses B = mu0 x n x I. The evaluated result is 0.00774088 T."
TEG_NPF_plate_E_Ud_001_00825,NPF_plate_E_Ud_001,NPF_plate_E_Ud_001,electrostatics_field,parallel_plate_field_from_voltage_distance,9000,V/m,5,missing_reference_cot,Two parallel plates have a potential difference of 450 V and are separated by 5 cm. Find the electric field between them.,"Reading the question literally, the known values are voltage = 450 V; distance = 5 cm. Those values are sufficient for electric field (E) because the governing relation is E = U/d. Carrying out the calculator step E = U/d gives 9000 V/m."
TEG_DT156_00826,NP_AUG_00732_NP_semantic_DT156,DT156,electrostatics_force,force_from_charge_field,4.05e-05,N,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,A charge of 3.0 nC is placed in a uniform electric field of 13500.0 V/m. Find the electric force.,"The wording describes this situation: A charge of 3.0 nC is placed in a uniform electric field of 13500.0 V/m. Find the electric force. The relevant quantities are charge = 3.0 nC; electric field = 13500.0 V/m, and the relation is F = |q|E. Evaluating that relation for the extracted values gives 4.05e-05 N."
TEG_CH061_00827,NP_semantic_CH061,CH061,ac_resonance,rlc_resonance_capacitance_from_L_f,10.1321,uF,1,reference_explanation_quality_rejected,"An RLC circuit has L = 1 H. To resonate at f = 50 Hz, what value of C should be chosen?","The wording describes this situation: An RLC circuit has L = 1 H. To resonate at f = 50 Hz, what value of C should be chosen? The relevant quantities are inductance = 1 H; frequency = 50 Hz, and the relation is C = 1/((2 x pi x f)^2 x L). Evaluating that relation for the extracted values gives 10.1321 uF."
TEG_NL087_00828,NP_semantic_NL087,NL087,capacitor,capacitor_energy_from_C_U,89.1,mJ,3,reference_explanation_quality_rejected,A capacitor C = 22 uF is charged to U = 90 V. Calculate the electric field energy (mJ).,"First identify the requested quantity as energy (W). The usable values are capacitance = 22 uF; voltage = 90 V. For this capacitor relation, the governing expression is W = 0.5 x C x U^2. Substituting the extracted values gives W = 0.5 x C x U^2; therefore the final value is 89.1 mJ."
TEG_DT119_00829,NP_AUG_00451_NP_semantic_DT119,DT119,electrostatics_field,electric_field_point_charge_or_superposition,7346.94,V/m,7,duplicate_verified_golden_expanded_replaced_by_locked_trace,Find the electric field at a point 7.0 cm away from a charge 4.0 nC.,"The calculation follows directly from the locked formula E = k x |q|/r^2. After reading charge = 4.0 nC; distance = 7.0 cm from the question, the calculator performs E = k x |q|/r^2. This matches the requested electric field (E), so the final answer is 7346.94 V/m."
TEG_NPF_field_two_angle_001_00830,NPF_field_two_angle_001,NPF_field_two_angle_001,electrostatics_field,electric_field_two_charges_angle,10140.6,V/m,7,missing_reference_cot,"At a point, charges 6 nC and 2 nC create electric-field directions separated by 60 degrees. Each charge is 8 cm from the point. Find the resultant electric field.","The calculation follows directly from the locked formula E = sqrt(E1^2+E2^2+2E1E2 x cos(theta)). After reading charge = 6 nC; charge = 2 nC; distance = 8 cm from the question, the calculator performs E = sqrt(E1^2+E2^2+2E1E2 x cos(theta)). This matches the requested electric field (E), so the final answer is 10140.6 V/m."
TEG_CH077_00831,NP_AUG_00684_NP_semantic_CH077,CH077,ac_resonance,rlc_resonance_capacitance_from_L_f,6.75475,uF,3,duplicate_verified_golden_expanded_replaced_by_locked_trace,A series RLC circuit resonates at 500.0 Hz with inductance 0.015 H. Find the required capacitance.,"First identify the requested quantity as capacitance (C). The usable values are inductance = 0.015 H; frequency = 500.0 Hz. For this AC resonance relation, the governing expression is C = 1/((2 x pi x f)^2 x L). Substituting the extracted values gives C = 1/((2 x pi x f)^2 x L); therefore the final value is 6.75475 uF."
TEG_TD365_00832,NP_official_text_csv_TD365,TD365,capacitor,capacitor_charge_from_C_U,45,uC,5,duplicate_official_text_replaced_by_locked_trace,A capacitor with a capacitance of 3 uF is charged to a voltage of 15 V. Calculate the charge on the capacitor.,"Reading the question literally, the known values are capacitance = 3 uF; voltage = 15 V. Those values are sufficient for charge (charge) because the governing relation is Q = C x U. Carrying out the calculator step Q = C x U gives 45 uC."
TEG_CH030_00834,NP_semantic_CH030,CH030,LC_oscillation,lc_frequency_from_L_C,159.155,Hz,6,reference_explanation_quality_rejected,An inductor L=0.02 H and a capacitor 50 uF are connected in series. What is the resonant frequency?,"Because the question is asking for frequency (f), the solver does not use unrelated quantities. It keeps inductance = 0.02 H; capacitance = 50 uF and applies f = 1/(2 x pi x sqrt(LC)). The verified computation is f = 1/(2 x pi x sqrt(LC)), so the reported result is 159.155 Hz."
TEG_DT106_00835,NP_AUG_00441_NP_semantic_DT106,DT106,electrostatics_field,electric_field_point_charge_or_superposition,9843.75,V/m,2,duplicate_verified_golden_expanded_replaced_by_locked_trace,A point charge of 7.0 nC is observed from a distance of 8.0 cm. Calculate the electric field magnitude.,"The problem context is preserved from the original question: A point charge of 7.0 nC is observed from a distance of 8.0 cm. Calculate the electric field magnitude. The target is electric field (E). With charge = 7.0 nC; distance = 8.0 cm, the verified relation E = k x |q|/r^2 is used. The calculator's substitution step is E = k x |q|/r^2, leading to 9843.75 V/m."
TEG_NPF_power_sum_004_00836,NPF_power_sum_004,NPF_power_sum_004,circuit_power,power_total_sum,150,W,2,missing_reference_cot,Two devices dissipate 100 W and 50 W. What is their total power?,"The problem context is preserved from the original question: Two devices dissipate 100 W and 50 W. What is their total power? The target is power (P). With power = 100 W; power = 50 W, the verified relation P_total = sum(P_i) is used. The calculator's substitution step is P_total = sum(P_i), leading to 150 W."
TEG_DT104_00837,NP_AUG_00013_NP_semantic_DT104,DT104,electrostatics_field,electric_field_point_charge_or_superposition,12500,V/m,6,duplicate_verified_golden_expanded_replaced_by_locked_trace,A point charge of 5.0 nC is observed from a distance of 6.0 cm. Calculate the electric field magnitude.,"Because the question is asking for electric field (E), the solver does not use unrelated quantities. It keeps charge = 5.0 nC; distance = 6.0 cm and applies E = k x |q|/r^2. The verified computation is E = k x |q|/r^2, so the reported result is 12500 V/m."
TEG_THCB072_00839,NP_AUG_00124_NP_semantic_THCB072,THCB072,circuit_resistance,total_current_parallel_resistors_from_voltage,3,A,1,duplicate_verified_golden_expanded_replaced_by_locked_trace,A parallel circuit has branches 8 ohm and 4 ohm connected to 8 V. Calculate the total current.,"The wording describes this situation: A parallel circuit has branches 8 ohm and 4 ohm connected to 8 V. Calculate the total current. The relevant quantities are resistance = 8 ohm; resistance = 4 ohm; voltage = 8 V, and the relation is I_total = U x sum(1/R_i). Evaluating that relation for the extracted values gives 3 A."
TEG_NL019_00840,NP_AUG_00497_NP_semantic_NL019,NL019,induction,inductance_from_energy_current,0.25,mH,3,duplicate_verified_golden_expanded_replaced_by_locked_trace,A coil has stored magnetic energy 0.5 mJ for current 2.0 A. Calculate its inductance.,"First identify the requested quantity as inductance (L). The usable values are current = 2.0 A; energy = 0.5 mJ. For this magnetic induction relation, the governing expression is L = 2W/I^2. Substituting the extracted values gives L = 2W/I^2; therefore the final value is 0.25 mH."
